,股票名称,股票代码,形态识别,左底id,左底价格,右底id,右底价格,中顶id,中顶价格,收盘价格,颈线价格,首次突破,突破幅度,当日涨幅,突破放量,当前成交量-手,平均成交量-手
52,恒誉环保,688309.SH,True,2021-12-07,20.29,2021-12-24,20.23,2021-12-16,21.06,,,,False,,,,
53,深科技,000021.SZ,True,2021-11-03,15.09,2021-11-29,15.31,2021-11-05,16.75,,,,False,,,,
54,江天化学,300927.SZ,True,2021-11-03,33.73,2021-12-24,33.55,2021-12-01,40.58,,,,False,,,,
55,金安国纪,002636.SZ,True,2021-11-03,13.31,2021-12-20,13.15,2021-11-22,14.85,15.73,14.85,,True,,,,
56,汇源通信,000586.SZ,True,2021-12-06,8.63,2021-12-24,8.58,2021-12-16,9.16,,,,False,,,,
57,青松建化,600425.SH,True,2021-11-05,3.46,2021-11-29,3.49,2021-11-19,3.64,3.8,3.64,,True,,,,
58,元祖股份,603886.SH,True,2021-11-19,19.2,2021-11-26,19.24,2021-11-24,19.87,23.01,19.87,,True,,,,
59,创元科技,000551.SZ,True,2021-11-03,9.98,2021-12-07,10.15,2021-11-12,11.15,,,,False,,,,
60,柯力传感,603662.SH,True,2021-11-03,21.2,2021-12-20,21.62,2021-12-06,25.15,,,,False,,,,
61,科伦药业,002422.SZ,True,2021-11-10,18.12,2021-12-20,18.11,2021-12-01,19.26,,,,False,,,,
62,渝农商行,601077.SH,True,2021-11-05,3.79,2021-11-29,3.82,2021-11-11,3.84,,,,False,,,,
63,精伦电子,600355.SH,True,2021-11-03,2.89,2021-11-29,2.93,2021-11-19,3.16,3.51,3.16,,True,,,,
64,金山股份,600396.SH,True,2021-11-08,2.36,2021-11-26,2.37,2021-11-25,2.43,3.47,2.43,,True,,,,
65,冠石科技,605588.SH,True,2021-11-03,38.25,2021-12-24,38.13,2021-12-01,45.0,,,,False,,,,
66,金发科技,600143.SH,True,2021-11-03,12.08,2021-12-24,12.3,2021-12-02,13.89,,,,False,,,,
67,甘咨询,000779.SZ,True,2021-11-08,8.16,2021-11-29,8.25,2021-11-24,8.5,8.86,8.5,,True,,,,
68,福建水泥,600802.SH,True,2021-11-05,6.89,2021-11-29,6.91,2021-11-11,7.2,,,,False,,,,
69,北新建材,000786.SZ,True,2021-11-10,26.58,2021-11-30,26.65,2021-11-11,28.77,34.74,28.77,,True,,,,
70,八方股份,603489.SH,True,2021-11-18,230.18,2021-12-27,227.1,2021-11-23,267.07,,,,False,,,,
71,江阴银行,002807.SZ,True,2021-11-05,3.73,2021-11-29,3.76,2021-11-11,3.78,,,,False,,,,
72,*ST金刚,300064.SZ,True,2021-11-03,1.72,2021-11-26,1.72,2021-11-08,1.81,,,,False,,,,
73,水井坊,600779.SH,True,2021-11-15,125.52,2021-12-27,124.88,2021-12-10,141.8,,,,False,,,,
74,优彩资源,002998.SZ,True,2021-11-04,8.44,2021-12-24,8.45,2021-12-03,9.25,,,,False,,,,
75,澄天伟业,300689.SZ,True,2021-11-03,20.22,2021-12-24,19.94,2021-11-22,23.62,,,,False,,,,
76,中联重科,000157.SZ,True,2021-11-16,6.88,2021-11-29,6.93,2021-11-23,7.18,,,,False,,,,
77,歌华有线,600037.SH,True,2021-11-03,7.49,2021-11-29,7.56,2021-11-17,8.16,,,,False,,,,
78,大叶股份,300879.SZ,True,2021-11-04,18.4,2021-12-07,18.75,2021-12-01,20.52,,,,False,,,,
79,海航科技,600751.SH,True,2021-11-04,2.57,2021-11-29,2.61,2021-11-12,2.68,3.0,2.68,,True,,,,
80,国恩股份,002768.SZ,True,2021-11-03,23.79,2021-12-20,24.14,2021-12-01,25.94,,,,False,,,,
81,浙能电力,600023.SH,True,2021-11-11,3.62,2021-11-26,3.68,2021-11-15,3.73,4.04,3.73,,True,,,,
82,晨光生物,300138.SZ,True,2021-11-11,14.61,2021-12-06,14.74,2021-11-24,15.63,16.49,15.63,,True,,,,
83,第一创业,002797.SZ,True,2021-11-18,6.9,2021-11-30,6.96,2021-11-23,7.17,,,,False,,,,
84,ST北文,000802.SZ,True,2021-11-04,4.6,2021-12-24,4.69,2021-12-08,5.19,,,,False,,,,
85,华大基因,300676.SZ,True,2021-11-09,88.7,2021-12-21,87.96,2021-11-30,95.0,,,,False,,,,
86,壹石通,688733.SH,True,2021-11-18,71.09,2021-12-24,70.41,2021-11-26,93.31,,,,False,,,,
87,齐鲁银行,601665.SH,True,2021-11-05,5.37,2021-11-29,5.46,2021-11-24,5.57,,,,False,,,,
88,德林海,688069.SH,True,2021-11-05,47.87,2021-12-27,48.6,2021-11-30,56.11,,,,False,,,,
89,拓日新能,002218.SZ,True,2021-11-16,6.66,2021-12-28,6.67,2021-12-03,7.6,,,,False,,,,
90,山东黄金,600547.SH,True,2021-12-02,18.84,2021-12-27,18.49,2021-12-09,19.31,,,,False,,,,
91,长白山,603099.SH,True,2021-11-05,9.87,2021-12-20,10.02,2021-11-19,12.03,,,,False,,,,
92,中科软,603927.SH,True,2021-12-07,25.83,2021-12-20,25.42,2021-12-14,26.6,,,,False,,,,
93,景嘉微,300474.SZ,True,2021-11-04,146.04,2021-12-20,148.3,2021-11-23,204.0,,,,False,,,,
94,聚隆科技,300475.SZ,True,2021-11-03,22.1,2021-12-02,22.33,2021-11-25,24.77,,,,False,,,,
95,田中精机,300461.SZ,True,2021-11-03,19.1,2021-12-24,18.9,2021-11-29,22.6,,,,False,,,,
96,宁波色母,301019.SZ,True,2021-11-03,39.18,2021-12-24,39.95,2021-11-30,46.2,,,,False,,,,
97,*ST恒康,002219.SZ,True,2021-11-03,3.43,2021-12-27,3.48,2021-12-07,4.35,,,,False,,,,
98,辽港股份,601880.SH,True,2021-11-03,1.67,2021-11-26,1.68,2021-11-23,1.71,,,,False,,,,
99,山煤国际,600546.SH,True,2021-11-16,7.88,2021-11-26,7.93,2021-11-24,8.31,,,,False,,,,
100,兴业矿业,000426.SZ,True,2021-11-05,7.15,2021-12-27,7.22,2021-11-19,7.82,,,,False,,,,
101,龙源技术,300105.SZ,True,2021-11-03,6.69,2021-12-24,6.6,2021-11-17,7.64,,,,False,,,,
102,中国电影,600977.SH,True,2021-11-03,11.53,2021-11-29,11.61,2021-11-24,12.16,,,,False,,,,
103,招商银行,600036.SH,True,2021-11-30,49.49,2021-12-27,49.33,2021-12-10,53.49,,,,False,,,,
104,交通银行,601328.SH,True,2021-11-03,4.57,2021-12-15,4.52,2021-11-11,4.66,,,,False,,,,
105,华数传媒,000156.SZ,True,2021-11-03,7.19,2021-11-29,7.27,2021-11-17,7.68,7.92,7.68,,True,,,,
106,友好集团,600778.SH,True,2021-11-05,4.04,2021-11-29,4.1,2021-11-17,4.23,4.59,4.23,,True,,,,
107,恩捷股份,002812.SZ,True,2021-12-06,238.2,2021-12-21,235.15,2021-12-09,266.16,,,,False,,,,
108,展鹏科技,603488.SH,True,2021-11-11,8.2,2021-12-13,8.34,2021-11-26,9.55,,,,False,,,,
109,宇通重工,600817.SH,True,2021-11-05,13.19,2021-12-24,13.06,2021-12-01,14.49,,,,False,,,,
110,华闻集团,000793.SZ,True,2021-11-03,2.32,2021-12-06,2.36,2021-11-16,2.7,,,,False,,,,
111,新奥股份,600803.SH,True,2021-11-11,18.11,2021-12-15,17.98,2021-11-24,20.08,,,,False,,,,
112,新兴铸管,000778.SZ,True,2021-11-10,3.65,2021-11-29,3.7,2021-11-23,3.81,4.09,3.81,,True,,,,
113,复旦复华,600624.SH,True,2021-11-09,6.26,2021-12-08,6.36,2021-11-12,6.62,,,,False,,,,
114,国海证券,000750.SZ,True,2021-11-05,3.86,2021-11-29,3.89,2021-11-11,3.98,,,,False,,,,
115,山东玻纤,605006.SH,True,2021-11-03,13.3,2021-12-24,13.36,2021-11-22,15.66,,,,False,,,,
116,赛诺医疗,688108.SH,True,2021-11-03,7.63,2021-12-27,7.7,2021-11-25,8.67,,,,False,,,,
117,五洲交通,600368.SH,True,2021-11-03,3.62,2021-11-29,3.69,2021-11-22,3.82,4.0,3.82,,True,,,,
118,中粮资本,002423.SZ,True,2021-11-08,8.0,2021-11-29,8.06,2021-11-24,8.15,,,,False,,,,
119,靖远煤电,000552.SZ,True,2021-11-16,2.86,2021-11-29,2.89,2021-11-24,3.02,3.44,3.02,,True,,,,
120,卓翼科技,002369.SZ,True,2021-11-03,6.83,2021-12-07,6.95,2021-11-15,7.8,,,,False,,,,
121,朗玛信息,300288.SZ,True,2021-11-19,11.98,2021-12-27,12.03,2021-12-14,13.38,,,,False,,,,
122,中信建投,601066.SH,True,2021-11-03,27.88,2021-11-30,28.03,2021-11-11,29.5,,,,False,,,,
123,康隆达,603665.SH,True,2021-11-22,24.35,2021-11-24,24.5,2021-11-24,24.5,32.6,24.5,,True,,,,
124,浩欧博,688656.SH,True,2021-12-07,58.28,2021-12-20,58.0,2021-12-10,60.66,,,,False,,,,
125,太平洋,601099.SH,True,2021-11-05,3.16,2021-12-20,3.16,2021-11-19,3.32,,,,False,,,,
126,威孚高科,000581.SZ,True,2021-11-03,20.49,2021-11-29,20.69,2021-11-05,23.39,,,,False,,,,
127,星网锐捷,002396.SZ,True,2021-11-03,22.79,2021-12-24,22.57,2021-11-24,25.89,,,,False,,,,
128,天宸股份,600620.SH,True,2021-11-17,8.55,2021-11-26,8.56,2021-11-22,8.77,9.3,8.77,,True,,,,
129,*ST环球,600146.SH,True,2021-11-03,2.05,2021-11-25,2.07,2021-11-19,2.4,3.13,2.4,,True,,,,
130,深桑达A,000032.SZ,True,2021-11-03,17.01,2021-11-25,17.11,2021-11-18,18.27,20.84,18.27,,True,,,,
131,光启技术,002625.SZ,True,2021-11-04,21.19,2021-12-23,21.17,2021-12-03,24.05,,,,False,,,,
132,德尔未来,002631.SZ,True,2021-11-05,6.87,2021-12-24,6.96,2021-12-03,7.73,,,,False,,,,
133,英可瑞,300713.SZ,True,2021-12-07,19.56,2021-12-09,19.36,2021-12-08,19.68,21.23,19.68,,True,,,,
134,和科达,002816.SZ,True,2021-11-29,16.77,2021-12-24,16.6,2021-12-22,17.59,,,,False,,,,
135,福瑞股份,300049.SZ,True,2021-11-05,11.15,2021-12-08,11.32,2021-11-30,13.29,,,,False,,,,
136,武汉凡谷,002194.SZ,True,2021-11-08,10.17,2021-12-07,10.24,2021-11-24,11.07,,,,False,,,,
137,长江证券,000783.SZ,True,2021-11-05,7.12,2021-11-29,7.14,2021-11-11,7.34,,,,False,,,,
138,浙江新能,600032.SH,True,2021-11-11,15.39,2021-12-28,15.35,2021-12-15,17.55,,,,False,,,,
139,中远海能,600026.SH,True,2021-11-03,5.36,2021-11-29,5.37,2021-11-24,5.76,,,,False,,,,
140,阳光股份,000608.SZ,True,2021-11-05,2.81,2021-11-29,2.82,2021-11-16,2.98,,,,False,,,,
141,九州通,600998.SH,True,2021-11-03,13.41,2021-12-17,13.55,2021-12-03,13.92,,,,False,,,,
142,酷特智能,300840.SZ,True,2021-11-03,11.07,2021-12-07,11.22,2021-12-01,12.14,,,,False,,,,
143,必创科技,300667.SZ,True,2021-11-03,22.8,2021-12-27,22.43,2021-12-14,25.65,,,,False,,,,
144,浙大网新,600797.SH,True,2021-11-03,6.1,2021-11-29,6.17,2021-11-17,6.47,6.7,6.47,,True,,,,
145,振芯科技,300101.SZ,True,2021-12-07,21.18,2021-12-27,20.95,2021-12-14,23.11,,,,False,,,,
146,长盈精密,300115.SZ,True,2021-11-03,15.13,2021-11-29,15.42,2021-11-15,17.67,19.94,17.67,,True,,,,
147,山科智能,300897.SZ,True,2021-11-03,31.91,2021-12-07,32.0,2021-12-01,34.84,,,,False,,,,
148,沧州大化,600230.SH,True,2021-11-05,13.88,2021-12-27,14.12,2021-12-01,15.5,,,,False,,,,
149,安妮股份,002235.SZ,True,2021-11-03,4.32,2021-12-07,4.39,2021-11-23,4.82,5.01,4.82,,True,,,,
150,爱博医疗,688050.SH,True,2021-12-06,214.84,2021-12-28,212.6,2021-12-13,242.0,,,,False,,,,
151,春兴精工,002547.SZ,True,2021-11-09,3.98,2021-12-13,4.03,2021-11-30,4.32,4.48,4.32,,True,,,,
152,宁波精达,603088.SH,True,2021-11-04,11.07,2021-12-24,11.04,2021-11-10,15.33,,,,False,,,,
153,可靠股份,301009.SZ,True,2021-11-03,18.31,2021-12-24,18.18,2021-12-02,21.82,,,,False,,,,
154,英诺激光,301021.SZ,True,2021-11-03,40.34,2021-12-24,39.91,2021-11-24,46.98,,,,False,,,,
155,世华科技,688093.SH,True,2021-11-03,36.55,2021-12-27,36.29,2021-11-23,43.69,,,,False,,,,
156,汤姆猫,300459.SZ,True,2021-11-03,4.37,2021-12-02,4.43,2021-11-08,5.36,,,,False,,,,
157,美迪凯,688079.SH,True,2021-11-03,13.59,2021-12-20,13.7,2021-11-22,16.3,,,,False,,,,
158,莫高股份,600543.SH,True,2021-11-03,6.42,2021-11-29,6.47,2021-11-17,6.7,7.09,6.7,,True,,,,
159,博汇纸业,600966.SH,True,2021-11-29,10.12,2021-12-27,10.04,2021-12-01,10.72,,,,False,,,,
160,万胜智能,300882.SZ,True,2021-11-03,18.95,2021-12-24,18.63,2021-12-01,23.12,,,,False,,,,
161,罗欣药业,002793.SZ,True,2021-11-03,9.38,2021-12-17,9.52,2021-11-24,10.31,,,,False,,,,
162,科华生物,002022.SZ,True,2021-11-08,13.95,2021-12-28,13.89,2021-12-02,15.15,,,,False,,,,
163,龙津药业,002750.SZ,True,2021-11-03,6.96,2021-11-29,7.09,2021-11-25,7.23,12.12,7.23,,True,,,,
164,东亚药业,605177.SH,True,2021-11-03,25.31,2021-12-06,25.62,2021-11-10,27.76,,,,False,,,,
165,南都物业,603506.SH,True,2021-11-03,14.44,2021-12-06,14.65,2021-11-11,15.63,,,,False,,,,
166,华电国际,600027.SH,True,2021-11-16,3.47,2021-11-26,3.51,2021-11-25,3.6,4.98,3.6,,True,,,,
167,百隆东方,601339.SH,True,2021-11-08,5.04,2021-11-29,5.1,2021-11-24,5.27,5.45,5.27,,True,,,,
168,招商证券,600999.SH,True,2021-11-05,16.77,2021-11-30,17.02,2021-11-25,17.47,,,,False,,,,
169,粤传媒,002181.SZ,True,2021-11-03,3.94,2021-11-29,3.94,2021-11-17,4.39,,,,False,,,,
170,锦州港,600190.SH,True,2021-11-05,2.66,2021-11-26,2.69,2021-11-16,2.72,2.81,2.72,,True,,,,
171,阿石创,300706.SZ,True,2021-11-03,26.62,2021-12-24,26.33,2021-11-26,32.73,,,,False,,,,
172,铂力特,688333.SH,True,2021-12-07,204.6,2021-12-27,201.31,2021-12-17,217.1,,,,False,,,,
173,大众公用,600635.SH,True,2021-11-09,3.64,2021-12-02,3.64,2021-11-18,3.81,,,,False,,,,
174,依顿电子,603328.SH,True,2021-11-03,6.92,2021-12-08,6.9,2021-11-24,7.71,,,,False,,,,
175,华鑫股份,600621.SH,True,2021-11-03,12.65,2021-11-29,12.73,2021-11-19,13.28,,,,False,,,,
176,梦洁股份,002397.SZ,True,2021-11-03,3.81,2021-12-13,3.88,2021-11-24,4.06,,,,False,,,,
177,盛和资源,600392.SH,True,2021-11-16,18.95,2021-12-27,18.99,2021-11-26,23.0,,,,False,,,,
178,皖能电力,000543.SZ,True,2021-11-16,3.73,2021-11-26,3.76,2021-11-18,3.85,5.19,3.85,,True,,,,
179,格林美,002340.SZ,True,2021-11-16,10.07,2021-12-24,10.15,2021-11-30,11.3,,,,False,,,,
180,金域医学,603882.SH,True,2021-12-07,101.5,2021-12-24,100.19,2021-12-10,107.0,,,,False,,,,
181,寿仙谷,603896.SH,True,2021-11-15,42.43,2021-11-26,43.17,2021-11-18,44.28,55.84,44.28,,True,,,,
182,佛山照明,000541.SZ,True,2021-11-05,5.45,2021-11-29,5.51,2021-11-16,5.73,,,,False,,,,
183,泰坦科技,688133.SH,True,2021-11-09,204.0,2021-12-20,205.33,2021-11-26,243.3,,,,False,,,,
184,三友化工,600409.SH,True,2021-11-16,8.37,2021-12-27,8.52,2021-11-24,9.86,,,,False,,,,
185,五矿资本,600390.SH,True,2021-11-05,5.02,2021-11-29,5.08,2021-11-15,5.2,,,,False,,,,
186,纽威股份,603699.SH,True,2021-11-03,9.59,2021-12-07,9.69,2021-11-22,10.9,,,,False,,,,
187,华荣股份,603855.SH,True,2021-12-07,23.17,2021-12-20,23.07,2021-12-09,24.35,,,,False,,,,
188,极米科技,688696.SH,True,2021-11-08,545.0,2021-12-28,545.0,2021-11-29,626.0,,,,False,,,,
189,新集能源,601918.SH,True,2021-11-16,4.05,2021-11-29,4.12,2021-11-24,4.34,4.6,4.34,,True,,,,
190,华谊集团,600623.SH,True,2021-11-16,8.97,2021-12-27,8.91,2021-12-01,9.68,,,,False,,,,
191,欧林生物,688319.SH,True,2021-11-08,29.13,2021-12-07,29.19,2021-11-16,33.12,,,,False,,,,
192,威奥股份,605001.SH,True,2021-11-03,7.87,2021-11-26,8.0,2021-11-15,8.22,,,,False,,,,
193,青岛港,601298.SH,True,2021-11-05,5.46,2021-11-30,5.47,2021-11-23,5.6,,,,False,,,,
194,万隆光电,300710.SZ,True,2021-11-24,56.17,2021-12-13,55.82,2021-12-01,64.69,,,,False,,,,
195,上海九百,600838.SH,True,2021-11-03,5.74,2021-11-29,5.81,2021-11-24,6.04,6.38,6.04,,True,,,,
196,星网宇达,002829.SZ,True,2021-11-08,34.35,2021-11-26,34.57,2021-11-18,36.24,38.3,36.24,,True,,,,
197,奥飞数据,300738.SZ,True,2021-11-23,20.54,2021-12-07,20.73,2021-11-25,22.95,,,,False,,,,
198,华远地产,600743.SH,True,2021-11-04,1.78,2021-11-29,1.8,2021-11-11,1.88,1.98,1.88,,True,,,,
199,华能水电,600025.SH,True,2021-11-15,5.97,2021-11-24,6.0,2021-11-19,6.14,6.36,6.14,,True,,,,
200,三一重工,600031.SH,True,2021-11-18,21.72,2021-11-30,21.9,2021-11-23,22.91,23.75,22.91,,True,,,,
201,长江传媒,600757.SH,True,2021-11-03,5.12,2021-12-28,5.15,2021-12-22,5.54,,,,False,,,,
202,中成股份,000151.SZ,True,2021-11-03,7.53,2021-11-29,7.65,2021-11-18,8.04,8.42,8.04,,True,,,,
203,吉林敖东,000623.SZ,True,2021-11-03,16.31,2021-11-29,16.41,2021-11-11,16.98,18.07,16.98,,True,,,,
204,保税科技,600794.SH,True,2021-11-03,3.07,2021-11-29,3.07,2021-11-19,3.15,,,,False,,,,
205,博杰股份,002975.SZ,True,2021-11-08,55.78,2021-12-21,55.78,2021-11-15,66.42,,,,False,,,,
206,火星人,300894.SZ,True,2021-11-08,47.36,2021-12-06,47.58,2021-11-16,55.6,,,,False,,,,
207,闽发铝业,002578.SZ,True,2021-11-05,3.82,2021-12-24,3.75,2021-11-23,4.3,,,,False,,,,
208,国检集团,603060.SH,True,2021-11-03,18.39,2021-12-20,18.27,2021-11-17,20.02,,,,False,,,,
209,华泰证券,601688.SH,True,2021-11-18,15.41,2021-11-29,15.64,2021-11-25,16.22,17.36,16.22,,True,,,,
210,双乐股份,301036.SZ,True,2021-11-03,29.45,2021-12-27,29.5,2021-12-01,35.66,,,,False,,,,
211,三友医疗,688085.SH,True,2021-11-08,28.36,2021-12-20,28.36,2021-11-25,31.75,,,,False,,,,
212,掌趣科技,300315.SZ,True,2021-11-03,3.98,2021-12-06,4.0,2021-11-16,4.58,,,,False,,,,
213,海油工程,600583.SH,True,2021-11-05,4.29,2021-11-29,4.3,2021-11-24,4.44,,,,False,,,,
214,ST中珠,600568.SH,True,2021-11-05,1.79,2021-11-24,1.82,2021-11-09,1.84,1.94,1.84,,True,,,,
215,健友股份,603707.SH,True,2021-11-04,38.44,2021-12-20,38.9,2021-11-19,44.38,,,,False,,,,
216,密尔克卫,603713.SH,True,2021-11-11,107.0,2021-11-26,108.21,2021-11-18,115.0,140.08,115.0,,True,,,,
217,东方铁塔,002545.SZ,True,2021-11-03,7.75,2021-12-07,7.8,2021-11-29,8.4,,,,False,,,,
218,中京电子,002579.SZ,True,2021-11-03,9.38,2021-12-20,9.45,2021-11-25,10.63,,,,False,,,,
219,青岛银行,002948.SZ,True,2021-11-03,4.61,2021-12-20,4.68,2021-12-09,4.86,,,,False,,,,
220,福成股份,600965.SH,True,2021-12-06,6.3,2021-12-14,6.18,2021-12-09,6.4,,,,False,,,,
221,达刚控股,300103.SZ,True,2021-11-05,9.28,2021-12-28,9.42,2021-12-02,10.9,,,,False,,,,
222,金石资源,603505.SH,True,2021-11-16,37.17,2021-12-27,37.18,2021-11-26,45.4,,,,False,,,,
223,华帝股份,002035.SZ,True,2021-11-08,5.8,2021-11-29,5.84,2021-11-17,6.04,6.31,6.04,,True,,,,
224,风华高科,000636.SZ,True,2021-11-03,28.22,2021-12-20,28.03,2021-11-12,31.98,,,,False,,,,
225,天奇股份,002009.SZ,True,2021-11-16,17.65,2021-11-24,17.92,2021-11-22,18.46,24.11,18.46,,True,,,,
226,特宝生物,688278.SH,True,2021-12-07,26.83,2021-12-20,26.62,2021-12-14,27.7,29.0,27.7,,True,,,,
227,东方集团,600811.SH,True,2021-11-29,2.92,2021-12-14,2.91,2021-12-03,2.98,,,,False,,,,
228,贝肯能源,002828.SZ,True,2021-11-05,7.57,2021-11-29,7.72,2021-11-17,7.97,8.5,7.97,,True,,,,
229,广哈通信,300711.SZ,True,2021-11-03,13.55,2021-12-24,13.43,2021-12-01,14.88,,,,False,,,,
