,股票名称,股票代码,形态识别,左底id,左底价格,右底id,右底价格,中顶id,中顶价格,收盘价格,颈线价格,首次突破,突破幅度,当日涨幅,突破放量,当前成交量-手,平均成交量-手
461,海大集团,002311.SZ,True,2021-11-23,63.18,2021-12-02,63.82,2021-11-29,65.85,74.5,65.85,,True,,,,
462,中国银行,601988.SH,True,2021-11-08,3.03,2021-11-30,3.05,2021-11-24,3.08,,,,False,,,,
463,步科股份,688160.SH,True,2021-11-03,33.33,2021-12-24,32.8,2021-11-25,39.85,,,,False,,,,
464,蓝光发展,600466.SH,True,2021-11-22,1.66,2021-11-29,1.67,2021-11-25,1.74,2.06,1.74,,True,,,,
465,禾丰股份,603609.SH,True,2021-11-29,9.12,2021-12-17,9.09,2021-12-09,9.32,10.56,9.32,,True,,,,
466,重庆银行,601963.SH,True,2021-11-05,8.57,2021-11-30,8.62,2021-11-25,8.73,,,,False,,,,
467,东诚药业,002675.SZ,True,2021-11-03,14.34,2021-12-20,14.32,2021-11-19,17.14,,,,False,,,,
468,本川智能,300964.SZ,True,2021-11-03,39.67,2021-12-24,39.95,2021-11-29,49.53,,,,False,,,,
469,深圳华强,000062.SZ,True,2021-11-03,15.95,2021-11-29,16.13,2021-11-24,17.38,,,,False,,,,
470,三美股份,603379.SH,True,2021-11-16,22.09,2021-12-24,22.26,2021-12-14,26.19,,,,False,,,,
471,航发控制,000738.SZ,True,2021-11-03,27.13,2021-12-22,27.55,2021-11-30,30.9,,,,False,,,,
472,哈药股份,600664.SH,True,2021-11-08,3.07,2021-12-06,3.07,2021-11-16,3.24,3.4,3.24,,True,,,,
473,英联股份,002846.SZ,True,2021-11-04,7.13,2021-11-29,7.24,2021-11-15,7.47,7.72,7.47,,True,,,,
474,景兴纸业,002067.SZ,True,2021-11-03,3.69,2021-11-29,3.76,2021-11-23,3.96,,,,False,,,,
475,物产中大,600704.SH,True,2021-11-11,5.99,2021-12-28,5.92,2021-11-24,7.07,,,,False,,,,
476,康欣新材,600076.SH,True,2021-11-08,3.48,2021-11-29,3.53,2021-11-24,3.66,3.78,3.66,,True,,,,
477,扬帆新材,300637.SZ,True,2021-11-03,7.81,2021-12-24,7.95,2021-12-01,8.76,,,,False,,,,
478,华西证券,002926.SZ,True,2021-11-05,9.1,2021-11-30,9.28,2021-11-23,9.42,9.77,9.42,,True,,,,
479,恺英网络,002517.SZ,True,2021-11-03,4.69,2021-12-07,4.76,2021-11-11,5.67,,,,False,,,,
480,读者传媒,603999.SH,True,2021-11-03,4.8,2021-11-30,4.85,2021-11-17,5.05,5.28,5.05,,True,,,,
481,东方雨虹,002271.SZ,True,2021-11-10,38.27,2021-12-01,38.98,2021-11-19,42.98,51.12,42.98,,True,,,,
482,*ST香梨,600506.SH,True,2021-11-23,10.43,2021-12-02,10.48,2021-11-25,11.5,,,,False,,,,
483,沃尔德,688028.SH,True,2021-11-03,45.43,2021-12-27,45.13,2021-11-23,58.31,,,,False,,,,
484,腾达建设,600512.SH,True,2021-11-03,2.99,2021-11-29,3.0,2021-11-11,3.14,,,,False,,,,
485,五洋停车,300420.SZ,True,2021-11-03,3.55,2021-12-24,3.61,2021-11-29,3.96,,,,False,,,,
486,京沪高铁,601816.SH,True,2021-11-03,4.43,2021-11-29,4.5,2021-11-16,4.65,,,,False,,,,
487,联泰环保,603797.SH,True,2021-11-03,6.64,2021-11-29,6.68,2021-11-15,6.88,,,,False,,,,
488,嘉泽新能,601619.SH,True,2021-11-16,5.1,2021-12-02,5.17,2021-11-24,5.29,,,,False,,,,
489,旷达科技,002516.SZ,True,2021-11-03,5.55,2021-12-13,5.56,2021-12-02,6.38,,,,False,,,,
490,海翔药业,002099.SZ,True,2021-11-03,7.75,2021-12-03,7.76,2021-11-05,8.09,,,,False,,,,
491,中视传媒,600088.SH,True,2021-11-04,9.51,2021-12-06,9.58,2021-11-15,10.12,10.8,10.12,,True,,,,
492,广西广电,600936.SH,True,2021-11-03,2.55,2021-12-07,2.6,2021-11-16,2.76,2.94,2.76,,True,,,,
493,珠海中富,000659.SZ,True,2021-11-12,4.0,2021-12-06,4.02,2021-11-15,4.37,,,,False,,,,
494,皖维高新,600063.SH,True,2021-11-16,6.06,2021-12-24,6.02,2021-11-29,6.76,,,,False,,,,
495,佳士科技,300193.SZ,True,2021-11-12,12.07,2021-12-24,12.1,2021-12-02,14.72,,,,False,,,,
496,*ST凯瑞,002072.SZ,True,2021-11-05,5.52,2021-12-24,5.51,2021-11-18,7.95,,,,False,,,,
497,ST浩源,002700.SZ,True,2021-11-03,3.99,2021-11-29,4.06,2021-11-19,4.19,4.41,4.19,,True,,,,
498,华西股份,000936.SZ,True,2021-11-03,5.72,2021-11-29,5.81,2021-11-22,6.05,,,,False,,,,
499,盐田港,000088.SZ,True,2021-11-03,5.1,2021-11-29,5.1,2021-11-22,5.21,,,,False,,,,
500,线上线下,300959.SZ,True,2021-11-03,46.47,2021-12-24,47.17,2021-12-01,51.96,,,,False,,,,
501,因赛集团,300781.SZ,True,2021-12-07,22.99,2021-12-27,22.84,2021-12-15,26.6,,,,False,,,,
502,博亚精工,300971.SZ,True,2021-11-03,36.25,2021-12-07,36.95,2021-11-17,42.34,,,,False,,,,
503,华熙生物,688363.SH,True,2021-12-07,157.66,2021-12-27,154.65,2021-12-13,176.36,,,,False,,,,
504,恒宇信通,300965.SZ,True,2021-11-05,67.18,2021-12-24,66.0,2021-11-25,77.54,,,,False,,,,
505,兴业科技,002674.SZ,True,2021-11-03,10.52,2021-12-07,10.57,2021-11-16,11.43,,,,False,,,,
506,张江高科,600895.SH,True,2021-11-08,14.7,2021-12-06,14.72,2021-11-11,15.26,,,,False,,,,
507,洲明科技,300232.SZ,True,2021-12-07,8.73,2021-12-27,8.72,2021-12-16,9.3,,,,False,,,,
508,上海钢联,300226.SZ,True,2021-11-19,40.03,2021-11-29,40.38,2021-11-23,42.25,,,,False,,,,
509,浙江永强,002489.SZ,True,2021-11-03,3.37,2021-11-29,3.39,2021-11-15,3.53,,,,False,,,,
510,烽火通信,600498.SH,True,2021-11-08,17.41,2021-11-29,17.49,2021-11-24,18.19,,,,False,,,,
511,天创时尚,603608.SH,True,2021-11-03,5.34,2021-11-29,5.4,2021-11-10,5.59,6.43,5.59,,True,,,,
512,中晶科技,003026.SZ,True,2021-11-08,73.17,2021-12-24,72.01,2021-12-01,91.86,,,,False,,,,
513,传智教育,003032.SZ,True,2021-11-08,21.15,2021-12-28,21.47,2021-11-25,23.99,,,,False,,,,
514,洋河股份,002304.SZ,True,2021-12-07,172.2,2021-12-27,171.56,2021-12-13,188.7,,,,False,,,,
515,康众医疗,688607.SH,True,2021-11-03,34.58,2021-12-24,34.91,2021-11-25,42.78,,,,False,,,,
516,丽珠集团,000513.SZ,True,2021-11-08,35.07,2021-12-02,35.19,2021-11-17,37.26,40.05,37.26,,True,,,,
517,奥精医疗,688613.SH,True,2021-11-08,52.94,2021-12-24,52.56,2021-11-29,63.08,,,,False,,,,
518,东方园林,002310.SZ,True,2021-11-05,2.76,2021-11-29,2.8,2021-11-15,2.93,,,,False,,,,
519,百奥泰-U,688177.SH,True,2021-11-08,24.9,2021-12-27,24.64,2021-11-25,28.87,,,,False,,,,
520,丰乐种业,000713.SZ,True,2021-11-08,8.84,2021-11-26,9.0,2021-11-12,9.45,,,,False,,,,
521,太极集团,600129.SH,True,2021-11-12,15.09,2021-11-24,15.29,2021-11-17,15.76,21.16,15.76,,True,,,,
522,三钢闽光,002110.SZ,True,2021-11-05,6.39,2021-11-29,6.5,2021-11-24,6.68,,,,False,,,,
523,顺威股份,002676.SZ,True,2021-12-07,4.43,2021-12-20,4.36,2021-12-14,4.58,,,,False,,,,
524,太极实业,600667.SH,True,2021-12-07,8.09,2021-12-24,7.98,2021-12-09,8.23,,,,False,,,,
525,建霖家居,603408.SH,True,2021-11-03,13.54,2021-12-06,13.65,2021-11-16,14.13,,,,False,,,,
526,景峰医药,000908.SZ,True,2021-11-08,3.65,2021-12-07,3.69,2021-11-30,3.87,4.22,3.87,,True,,,,
527,惠达卫浴,603385.SH,True,2021-11-03,8.84,2021-11-29,8.92,2021-11-11,9.26,10.9,9.26,,True,,,,
528,同兴达,002845.SZ,True,2021-11-03,25.68,2021-12-07,26.03,2021-11-25,27.98,,,,False,,,,
529,梅雁吉祥,600868.SH,True,2021-11-08,2.76,2021-11-29,2.78,2021-11-24,2.83,3.0,2.83,,True,,,,
530,远大智能,002689.SZ,True,2021-11-03,2.91,2021-12-08,2.94,2021-11-17,3.08,3.55,3.08,,True,,,,
531,金贵银业,002716.SZ,True,2021-12-07,3.21,2021-12-15,3.2,2021-12-13,3.27,,,,False,,,,
532,孚能科技,688567.SH,True,2021-11-11,32.06,2021-12-27,32.63,2021-11-18,39.68,,,,False,,,,
533,津滨发展,000897.SZ,True,2021-12-06,2.42,2021-12-09,2.4,2021-12-07,2.45,2.78,2.45,,True,,,,
534,彩虹股份,600707.SH,True,2021-11-05,6.87,2021-12-20,6.85,2021-12-10,7.61,,,,False,,,,
535,名臣健康,002919.SZ,True,2021-11-03,39.99,2021-12-27,39.83,2021-11-19,46.34,,,,False,,,,
536,光库科技,300620.SZ,True,2021-11-08,47.33,2021-12-20,47.37,2021-12-03,56.46,,,,False,,,,
537,汤臣倍健,300146.SZ,True,2021-11-10,23.23,2021-12-02,23.23,2021-11-23,24.88,26.58,24.88,,True,,,,
538,天准科技,688003.SH,True,2021-11-03,35.72,2021-12-27,35.5,2021-11-29,42.42,,,,False,,,,
539,山西证券,002500.SZ,True,2021-11-03,6.25,2021-11-29,6.29,2021-11-19,6.49,,,,False,,,,
540,亿利洁能,600277.SH,True,2021-11-08,4.46,2021-11-29,4.48,2021-11-09,4.91,5.2,4.91,,True,,,,
541,百利科技,603959.SH,True,2021-11-05,16.13,2021-12-24,16.21,2021-11-12,20.13,,,,False,,,,
542,立方数科,300344.SZ,True,2021-11-03,5.37,2021-11-26,5.41,2021-11-17,5.85,7.89,5.85,,True,,,,
543,中国交建,601800.SH,True,2021-11-05,7.03,2021-11-29,7.04,2021-11-11,7.28,8.38,7.28,,True,,,,
544,中农立华,603970.SH,True,2021-11-03,20.75,2021-11-24,21.05,2021-11-16,21.5,26.2,21.5,,True,,,,
545,黑牡丹,600510.SH,True,2021-11-03,7.33,2021-12-24,7.25,2021-11-22,8.22,,,,False,,,,
546,陕天然气,002267.SZ,True,2021-11-12,7.01,2021-12-14,7.06,2021-11-22,7.35,,,,False,,,,
547,水晶光电,002273.SZ,True,2021-11-03,16.03,2021-12-07,16.35,2021-11-22,18.83,,,,False,,,,
548,心脉医疗,688016.SH,True,2021-11-03,237.0,2021-12-24,233.52,2021-11-24,286.61,,,,False,,,,
549,天合光能,688599.SH,True,2021-11-10,67.86,2021-12-02,67.99,2021-11-19,81.8,,,,False,,,,
550,华安证券,600909.SH,True,2021-11-05,5.01,2021-11-29,5.09,2021-11-22,5.22,,,,False,,,,
551,维业股份,300621.SZ,True,2021-11-03,8.85,2021-12-24,8.9,2021-12-21,9.9,,,,False,,,,
552,汇纳科技,300609.SZ,True,2021-12-06,16.23,2021-12-10,16.12,2021-12-07,16.45,17.16,16.45,,True,,,,
553,南宁百货,600712.SH,True,2021-11-09,3.45,2021-11-29,3.51,2021-11-25,3.63,3.92,3.63,,True,,,,
554,华联股份,000882.SZ,True,2021-11-05,1.7,2021-11-29,1.73,2021-11-19,1.79,1.88,1.79,,True,,,,
555,东华软件,002065.SZ,True,2021-11-03,7.01,2021-11-29,7.07,2021-11-15,7.3,7.54,7.3,,True,,,,
556,上峰水泥,000672.SZ,True,2021-11-05,17.0,2021-11-29,17.15,2021-11-11,18.09,20.25,18.09,,True,,,,
557,京基智农,000048.SZ,True,2021-12-07,17.15,2021-12-20,17.07,2021-12-09,17.47,,,,False,,,,
558,威海广泰,002111.SZ,True,2021-11-08,11.7,2021-12-24,11.76,2021-11-22,12.68,,,,False,,,,
559,红塔证券,601236.SH,True,2021-11-18,11.09,2021-11-29,11.17,2021-11-23,11.38,12.41,11.38,,True,,,,
560,万辰生物,300972.SZ,True,2021-11-03,13.91,2021-12-06,14.07,2021-11-22,16.41,,,,False,,,,
561,和顺石油,603353.SH,True,2021-11-03,21.69,2021-11-29,22.02,2021-11-16,22.74,,,,False,,,,
562,信隆健康,002105.SZ,True,2021-12-07,9.09,2021-12-09,9.04,2021-12-07,9.09,,,,False,,,,
563,招商南油,601975.SH,True,2021-11-05,1.91,2021-11-29,1.93,2021-11-19,1.96,,,,False,,,,
564,朗科智能,300543.SZ,True,2021-12-07,13.86,2021-12-24,13.72,2021-12-10,15.8,,,,False,,,,
565,新泉股份,603179.SH,True,2021-11-08,38.13,2021-11-26,38.62,2021-11-12,42.15,43.66,42.15,,True,,,,
566,国星光电,002449.SZ,True,2021-11-03,10.29,2021-12-27,10.44,2021-11-26,11.6,,,,False,,,,
567,南华生物,000504.SZ,True,2021-11-08,15.98,2021-12-22,16.0,2021-12-10,17.7,18.43,17.7,,True,,,,
568,ST华钰,601020.SH,True,2021-11-19,12.31,2021-12-08,12.49,2021-11-29,13.84,,,,False,,,,
569,珠江啤酒,002461.SZ,True,2021-12-06,9.05,2021-12-17,9.0,2021-12-10,9.38,,,,False,,,,
570,宁波港,601018.SH,True,2021-11-10,3.69,2021-11-29,3.69,2021-11-23,3.79,3.95,3.79,,True,,,,
571,美盈森,002303.SZ,True,2021-11-05,3.28,2021-11-29,3.32,2021-11-15,3.4,3.55,3.4,,True,,,,
572,华纺股份,600448.SH,True,2021-11-04,3.05,2021-12-08,3.11,2021-11-24,3.2,3.35,3.2,,True,,,,
573,中超控股,002471.SZ,True,2021-11-03,2.64,2021-12-07,2.64,2021-11-22,3.2,,,,False,,,,
574,中国汽研,601965.SH,True,2021-11-08,17.96,2021-12-17,17.7,2021-11-30,20.82,,,,False,,,,
575,久日新材,688199.SH,True,2021-11-03,40.12,2021-12-24,40.16,2021-12-03,46.61,,,,False,,,,
576,柯利达,603828.SH,True,2021-11-05,3.79,2021-12-06,3.83,2021-11-16,4.3,,,,False,,,,
577,壹网壹创,300792.SZ,True,2021-12-02,47.23,2021-12-20,46.71,2021-12-14,50.35,,,,False,,,,
578,强生控股,600662.SH,True,2021-12-07,7.11,2021-12-24,7.07,2021-12-13,7.33,,,,False,,,,
579,北元集团,601568.SH,True,2021-11-05,8.02,2021-11-29,8.1,2021-11-23,8.3,,,,False,,,,
580,交运股份,600676.SH,True,2021-11-03,3.93,2021-11-29,3.97,2021-11-19,4.04,4.19,4.04,,True,,,,
581,西部证券,002673.SZ,True,2021-11-03,7.62,2021-11-29,7.7,2021-11-11,7.88,,,,False,,,,
582,中关村,000931.SZ,True,2021-11-18,6.82,2021-12-07,6.93,2021-11-24,7.41,,,,False,,,,
583,航天电子,600879.SH,True,2021-11-03,7.78,2021-12-24,7.87,2021-12-08,8.66,,,,False,,,,
584,博实股份,002698.SZ,True,2021-11-11,12.28,2021-12-07,12.42,2021-12-03,13.32,,,,False,,,,
585,海欣股份,600851.SH,True,2021-11-08,8.37,2021-12-23,8.3,2021-11-15,9.0,,,,False,,,,
586,紫光国微,002049.SZ,True,2021-11-25,203.18,2021-12-23,202.42,2021-12-01,232.2,,,,False,,,,
587,友阿股份,002277.SZ,True,2021-11-05,2.98,2021-11-29,3.0,2021-11-25,3.09,3.22,3.09,,True,,,,
588,红相股份,300427.SZ,True,2021-11-03,12.8,2021-12-24,12.82,2021-12-01,14.74,,,,False,,,,
589,麦克奥迪,300341.SZ,True,2021-11-03,9.95,2021-12-10,10.02,2021-11-29,11.36,,,,False,,,,
590,厦门银行,601187.SH,True,2021-11-18,6.77,2021-11-29,6.79,2021-11-24,6.92,,,,False,,,,
591,安迪苏,600299.SH,True,2021-12-02,11.72,2021-12-17,11.71,2021-12-09,12.22,,,,False,,,,
592,安琪酵母,600298.SH,True,2021-11-23,51.5,2021-11-25,52.25,2021-11-24,53.05,60.9,53.05,,True,,,,
593,中国铁建,601186.SH,True,2021-11-05,7.21,2021-11-29,7.3,2021-11-23,7.41,7.75,7.41,,True,,,,
594,恩华药业,002262.SZ,True,2021-11-11,14.46,2021-12-06,14.55,2021-11-12,15.91,,,,False,,,,
595,天臣医疗,688013.SH,True,2021-11-03,23.89,2021-12-08,24.22,2021-11-25,26.53,,,,False,,,,
596,万马股份,002276.SZ,True,2021-12-07,8.48,2021-12-22,8.44,2021-12-17,9.63,,,,False,,,,
597,普利制药,300630.SZ,True,2021-11-05,49.65,2021-12-20,48.75,2021-11-19,54.75,,,,False,,,,
598,移远通信,603236.SH,True,2021-11-16,180.19,2021-11-29,182.48,2021-11-22,196.64,,,,False,,,,
599,良信股份,002706.SZ,True,2021-11-08,17.77,2021-12-06,17.79,2021-11-22,20.01,,,,False,,,,
600,*ST永林,000663.SZ,True,2021-12-06,9.24,2021-12-20,9.12,2021-12-10,9.6,,,,False,,,,
601,济民医疗,603222.SH,True,2021-11-18,13.65,2021-11-24,13.78,2021-11-24,13.78,15.43,13.78,,True,,,,
602,天津港,600717.SH,True,2021-11-10,3.85,2021-11-29,3.87,2021-11-25,3.94,4.16,3.94,,True,,,,
603,中粮科技,000930.SZ,True,2021-11-15,10.48,2021-12-24,10.45,2021-11-18,12.15,,,,False,,,,
604,津荣天宇,300988.SZ,True,2021-11-03,34.1,2021-12-27,34.32,2021-11-24,43.5,,,,False,,,,
605,中洲特材,300963.SZ,True,2021-11-03,23.9,2021-12-24,23.65,2021-11-26,29.2,,,,False,,,,
606,恒逸石化,000703.SZ,True,2021-11-19,10.45,2021-12-21,10.44,2021-12-13,10.71,,,,False,,,,
607,华菱精工,603356.SH,True,2021-11-25,12.89,2021-12-24,12.86,2021-12-08,13.89,,,,False,,,,
608,佳禾智能,300793.SZ,True,2021-11-03,17.24,2021-12-20,17.4,2021-11-23,20.36,,,,False,,,,
609,金钼股份,601958.SH,True,2021-11-16,6.86,2021-12-27,6.8,2021-11-26,7.58,,,,False,,,,
610,青岛中程,300208.SZ,True,2021-11-05,10.8,2021-12-24,10.67,2021-11-19,12.75,,,,False,,,,
611,交建股份,603815.SH,True,2021-11-05,7.73,2021-11-29,7.88,2021-11-15,8.17,,,,False,,,,
612,益生股份,002458.SZ,True,2021-12-06,10.53,2021-12-20,10.49,2021-12-10,10.85,,,,False,,,,
613,洪城环境,600461.SH,True,2021-11-18,7.87,2021-12-13,7.94,2021-12-03,8.31,,,,False,,,,
614,新雷能,300593.SZ,True,2021-11-05,50.26,2021-12-24,49.5,2021-11-30,61.44,,,,False,,,,
615,双环传动,002472.SZ,True,2021-11-05,26.46,2021-12-17,26.94,2021-11-22,31.96,,,,False,,,,
616,天齐锂业,002466.SZ,True,2021-11-04,91.69,2021-12-24,91.24,2021-11-29,122.06,,,,False,,,,
617,埃夫特-U,688165.SH,True,2021-11-03,10.12,2021-12-24,10.3,2021-12-03,11.36,,,,False,,,,
618,养元饮品,603156.SH,True,2021-12-06,28.48,2021-12-21,28.02,2021-12-10,30.05,,,,False,,,,
619,瑞斯康达,603803.SH,True,2021-11-03,6.22,2021-11-29,6.34,2021-11-15,6.72,7.26,6.72,True,True,10,True,5095705,3613664.0512820515
620,会畅通讯,300578.SZ,True,2021-11-03,24.24,2021-12-07,24.49,2021-11-15,30.15,,,,False,,,,
621,天药股份,600488.SH,True,2021-11-03,4.06,2021-12-07,4.14,2021-11-29,4.24,4.53,4.24,,True,,,,
622,神农集团,605296.SH,True,2021-11-11,39.04,2021-12-07,39.08,2021-11-26,40.26,,,,False,,,,
623,值得买,300785.SZ,True,2021-12-06,72.81,2021-12-27,71.88,2021-12-14,79.61,,,,False,,,,
624,中华企业,600675.SH,True,2021-11-05,2.69,2021-11-29,2.7,2021-11-11,2.79,3.01,2.79,,True,,,,
625,仙乐健康,300791.SZ,True,2021-12-06,40.64,2021-12-17,40.11,2021-12-09,42.5,,,,False,,,,
626,深水海纳,300961.SZ,True,2021-11-03,20.03,2021-12-24,20.3,2021-12-01,24.31,,,,False,,,,
627,宏发股份,600885.SH,True,2021-12-07,71.09,2021-12-20,69.87,2021-12-15,76.05,,,,False,,,,
628,ST冠福,002102.SZ,True,2021-12-01,3.55,2021-12-20,3.54,2021-12-10,3.67,,,,False,,,,
629,汉嘉设计,300746.SZ,True,2021-11-05,13.4,2021-12-24,13.57,2021-11-30,16.54,,,,False,,,,
630,同济科技,600846.SH,True,2021-11-03,7.65,2021-11-29,7.78,2021-11-25,7.93,,,,False,,,,
631,浙江自然,605080.SH,True,2021-11-22,68.21,2021-12-08,67.7,2021-11-25,79.97,,,,False,,,,
632,节能铁汉,300197.SZ,True,2021-11-03,2.72,2021-12-15,2.74,2021-12-01,2.9,,,,False,,,,
633,文投控股,600715.SH,True,2021-11-03,2.57,2021-12-07,2.61,2021-11-19,2.91,3.05,2.91,,True,,,,
634,城发环境,000885.SZ,True,2021-11-18,10.14,2021-12-20,10.27,2021-11-22,10.87,,,,False,,,,
635,宏润建设,002062.SZ,True,2021-11-05,3.82,2021-11-29,3.82,2021-11-18,3.96,,,,False,,,,
636,光莆股份,300632.SZ,True,2021-11-03,13.71,2021-12-10,13.65,2021-11-29,14.97,,,,False,,,,
637,*ST景谷,600265.SH,True,2021-11-03,18.53,2021-11-29,18.64,2021-11-17,19.58,20.28,19.58,,True,,,,
638,菲利华,300395.SZ,True,2021-11-05,58.85,2021-12-21,59.85,2021-12-03,67.19,,,,False,,,,
639,航天信息,600271.SH,True,2021-11-03,12.08,2021-11-29,12.1,2021-11-15,12.54,13.05,12.54,,True,,,,
640,协鑫集成,002506.SZ,True,2021-11-03,4.0,2021-12-14,4.01,2021-11-23,4.61,,,,False,,,,
641,中电电机,603988.SH,True,2021-12-07,16.33,2021-12-28,16.23,2021-12-15,18.02,,,,False,,,,
642,新通联,603022.SH,True,2021-11-08,10.74,2021-11-29,10.88,2021-11-15,11.42,12.33,11.42,,True,,,,
643,新光光电,688011.SH,True,2021-12-07,31.66,2021-12-27,31.37,2021-12-16,34.11,,,,False,,,,
644,晨鸣纸业,000488.SZ,True,2021-11-03,7.02,2021-11-29,7.1,2021-11-08,7.3,,,,False,,,,
645,科思科技,688788.SH,True,2021-11-08,131.72,2021-12-27,129.43,2021-12-03,151.89,,,,False,,,,
646,天银机电,300342.SZ,True,2021-11-03,12.14,2021-12-24,12.38,2021-12-01,14.84,,,,False,,,,
647,新日股份,603787.SH,True,2021-11-03,16.71,2021-12-07,16.84,2021-11-24,18.76,,,,False,,,,
648,桂林三金,002275.SZ,True,2021-11-03,12.93,2021-11-26,13.1,2021-11-17,13.72,16.34,13.72,,True,,,,
649,福光股份,688010.SH,True,2021-11-03,26.9,2021-12-20,26.81,2021-11-23,29.22,,,,False,,,,
650,艾华集团,603989.SH,True,2021-11-03,37.31,2021-12-20,37.47,2021-11-23,44.87,,,,False,,,,
651,安徽建工,600502.SH,True,2021-11-08,3.69,2021-11-29,3.73,2021-11-11,3.81,4.1,3.81,,True,,,,
652,林海股份,600099.SH,True,2021-11-03,7.01,2021-12-06,7.15,2021-11-17,7.82,8.55,7.82,,True,,,,
653,和顺电气,300141.SZ,True,2021-12-07,13.95,2021-12-28,13.88,2021-12-22,15.46,,,,False,,,,
654,佳都科技,600728.SH,True,2021-12-07,7.66,2021-12-10,7.62,2021-12-08,7.74,,,,False,,,,
655,新宝股份,002705.SZ,True,2021-12-06,23.23,2021-12-24,22.87,2021-12-09,25.63,,,,False,,,,
656,中船科技,600072.SH,True,2021-11-03,13.8,2021-11-26,13.99,2021-11-23,14.75,,,,False,,,,
657,法尔胜,000890.SZ,True,2021-11-03,4.42,2021-12-24,4.42,2021-11-29,5.13,,,,False,,,,
658,万达电影,002739.SZ,True,2021-11-03,13.48,2021-11-29,13.63,2021-11-24,14.85,,,,False,,,,
659,安科生物,300009.SZ,True,2021-11-23,12.39,2021-12-23,12.44,2021-11-29,13.4,,,,False,,,,
660,上海电影,601595.SH,True,2021-11-03,9.58,2021-11-29,9.76,2021-11-24,10.15,10.51,10.15,,True,,,,
661,翔鹭钨业,002842.SZ,True,2021-11-05,8.97,2021-12-24,9.14,2021-12-01,10.04,,,,False,,,,
662,咸亨国际,605056.SH,True,2021-11-03,17.67,2021-11-29,17.79,2021-11-16,19.36,,,,False,,,,
663,中国长城,000066.SZ,True,2021-11-03,13.44,2021-12-20,13.63,2021-11-22,14.41,,,,False,,,,
664,龙泉股份,002671.SZ,True,2021-11-03,3.71,2021-11-29,3.72,2021-11-17,3.9,4.64,3.9,,True,,,,
665,福耀玻璃,600660.SH,True,2021-12-07,45.1,2021-12-20,44.52,2021-12-09,46.86,,,,False,,,,
666,国元证券,000728.SZ,True,2021-11-05,7.37,2021-11-29,7.41,2021-11-19,7.64,,,,False,,,,
667,天能股份,688819.SH,True,2021-11-03,42.21,2021-12-24,41.98,2021-11-29,49.3,,,,False,,,,
668,中金黄金,600489.SH,True,2021-12-02,8.28,2021-12-10,8.16,2021-12-09,8.41,,,,False,,,,
669,国际医学,000516.SZ,True,2021-11-19,10.61,2021-12-02,10.71,2021-11-24,11.18,,,,False,,,,
670,中信银行,601998.SH,True,2021-11-22,4.49,2021-11-24,4.5,2021-11-23,4.51,,,,False,,,,
671,*ST绿景,000502.SZ,True,2021-11-05,5.97,2021-12-15,5.91,2021-12-07,6.32,,,,False,,,,
672,华凯创意,300592.SZ,True,2021-11-04,18.5,2021-12-28,18.64,2021-11-16,21.99,,,,False,,,,
673,王力安防,605268.SH,True,2021-11-03,11.29,2021-12-06,11.47,2021-11-15,12.15,12.64,12.15,,True,,,,
674,四方光电,688665.SH,True,2021-11-11,153.81,2021-12-20,156.6,2021-11-29,188.06,,,,False,,,,
675,上海电气,601727.SH,True,2021-11-16,4.76,2021-12-14,4.67,2021-11-23,5.02,,,,False,,,,
676,省广集团,002400.SZ,True,2021-11-04,4.53,2021-11-26,4.56,2021-11-16,4.97,,,,False,,,,
677,宁沪高速,600377.SH,True,2021-11-08,8.22,2021-11-30,8.35,2021-11-19,8.5,,,,False,,,,
678,联创光电,600363.SH,True,2021-11-08,30.1,2021-12-23,30.33,2021-12-08,34.19,,,,False,,,,
679,能科股份,603859.SH,True,2021-11-03,34.96,2021-12-24,35.34,2021-11-30,41.18,,,,False,,,,
680,迪安诊断,300244.SZ,True,2021-11-12,31.47,2021-12-24,31.41,2021-11-25,34.7,,,,False,,,,
681,农尚环境,300536.SZ,True,2021-11-08,20.16,2021-12-13,20.3,2021-11-12,24.2,,,,False,,,,
682,南方传媒,601900.SH,True,2021-11-08,7.39,2021-11-29,7.48,2021-11-17,7.72,8.05,7.72,,True,,,,
683,廊坊发展,600149.SH,True,2021-11-05,4.46,2021-12-06,4.46,2021-11-19,4.75,5.05,4.75,,True,,,,
684,晋控电力,000767.SZ,True,2021-11-16,3.08,2021-11-30,3.1,2021-11-24,3.21,3.77,3.21,,True,,,,
685,平安银行,000001.SZ,True,2021-11-10,17.4,2021-12-28,17.17,2021-12-09,18.7,,,,False,,,,
686,世纪华通,002602.SZ,True,2021-11-09,7.23,2021-11-29,7.28,2021-11-16,7.97,,,,False,,,,
687,隧道股份,600820.SH,True,2021-11-10,5.01,2021-11-29,5.04,2021-11-23,5.14,5.31,5.14,,True,,,,
688,聚灿光电,300708.SZ,True,2021-11-08,17.46,2021-12-24,17.62,2021-11-25,21.72,,,,False,,,,
689,裕同科技,002831.SZ,True,2021-12-07,30.67,2021-12-08,30.47,2021-12-07,30.67,32.03,30.67,,True,,,,
690,马钢股份,600808.SH,True,2021-11-18,3.61,2021-11-30,3.61,2021-11-24,3.76,,,,False,,,,
691,金发拉比,002762.SZ,True,2021-11-12,11.02,2021-12-24,11.13,2021-11-26,13.4,,,,False,,,,
