,股票名称,股票代码,形态识别,左底id,左底价格,右底id,右底价格,中顶id,中顶价格,收盘价格,颈线价格,首次突破,突破幅度,当日涨幅,突破放量,当前成交量-手,平均成交量-手
36,渝农商行,601077.SH,True,2021-12-24 00:00:00,3.84,2022-01-28 00:00:00,3.85,2022-01-11 00:00:00,3.99,,,,False,,,,
37,西南证券,600369.SH,True,2022-01-28 00:00:00,4.78,2022-02-25 00:00:00,4.7,2022-02-10 00:00:00,4.96,,,,False,,,,
38,利扬芯片,688135.SH,True,2022-01-27 00:00:00,37.62,2022-02-14 00:00:00,37.11,2022-02-10 00:00:00,38.82,,,,False,,,,
39,兴森科技,002436.SZ,True,2022-01-25 00:00:00,11.89,2022-02-22 00:00:00,11.74,2022-02-09 00:00:00,12.8,,,,False,,,,
40,哈工智能,000584.SZ,True,2022-01-27 00:00:00,5.27,2022-02-07 00:00:00,5.26,2022-01-28 00:00:00,5.39,5.85,5.39,,True,,,,
41,五洲特纸,605007.SH,True,2021-12-27 00:00:00,21.02,2022-02-11 00:00:00,21.14,2022-01-06 00:00:00,24.84,,,,False,,,,
42,法本信息,300925.SZ,True,2022-01-27 00:00:00,24.01,2022-02-17 00:00:00,23.82,2022-02-09 00:00:00,25.28,,,,False,,,,
43,海螺型材,000619.SZ,True,2021-12-24 00:00:00,5.17,2022-01-27 00:00:00,5.22,2022-01-11 00:00:00,6.53,,,,False,,,,
44,闻泰科技,600745.SH,True,2022-01-28 00:00:00,107.0,2022-02-14 00:00:00,106.47,2022-02-10 00:00:00,110.39,118.3,110.39,,True,,,,
45,品渥食品,300892.SZ,True,2022-01-27 00:00:00,32.49,2022-02-24 00:00:00,32.4,2022-02-09 00:00:00,34.27,,,,False,,,,
46,辉隆股份,002556.SZ,True,2021-12-24 00:00:00,11.15,2022-02-22 00:00:00,11.15,2022-01-06 00:00:00,12.91,,,,False,,,,
47,中国化学,601117.SH,True,2022-01-14 00:00:00,10.19,2022-01-28 00:00:00,10.2,2022-01-18 00:00:00,11.15,,,,False,,,,
48,*ST海航,600221.SH,True,2021-12-28 00:00:00,1.83,2022-01-27 00:00:00,1.83,2022-01-04 00:00:00,1.9,1.97,1.9,,True,,,,
49,山东黄金,600547.SH,True,2021-12-27 00:00:00,18.49,2022-01-27 00:00:00,18.56,2022-01-25 00:00:00,20.17,,,,False,,,,
50,豪迈科技,002595.SZ,True,2022-01-28 00:00:00,24.75,2022-02-24 00:00:00,24.57,2022-02-15 00:00:00,25.36,,,,False,,,,
51,浩云科技,300448.SZ,True,2022-01-27 00:00:00,6.35,2022-02-07 00:00:00,6.31,2022-01-28 00:00:00,6.56,,,,False,,,,
52,惠伦晶体,300460.SZ,True,2022-01-27 00:00:00,16.28,2022-02-11 00:00:00,16.15,2022-02-09 00:00:00,17.09,18.15,17.09,,True,,,,
53,中科软,603927.SH,True,2021-12-28 00:00:00,27.15,2022-01-27 00:00:00,27.3,2022-01-21 00:00:00,31.21,,,,False,,,,
54,远方信息,300306.SZ,True,2021-12-24 00:00:00,9.68,2022-01-27 00:00:00,9.87,2022-01-17 00:00:00,11.13,11.56,11.13,,True,,,,
55,汉邦高科,300449.SZ,True,2022-01-27 00:00:00,6.62,2022-02-25 00:00:00,6.57,2022-02-09 00:00:00,7.08,,,,False,,,,
56,读客文化,301025.SZ,True,2022-01-27 00:00:00,16.79,2022-02-25 00:00:00,16.5,2022-02-10 00:00:00,18.68,,,,False,,,,
57,凯盛科技,600552.SH,True,2022-01-28 00:00:00,9.68,2022-02-14 00:00:00,9.65,2022-02-09 00:00:00,10.36,10.88,10.36,,True,,,,
58,洽洽食品,002557.SZ,True,2022-01-28 00:00:00,54.73,2022-02-22 00:00:00,53.7,2022-02-11 00:00:00,58.03,,,,False,,,,
59,三江购物,601116.SH,True,2022-01-27 00:00:00,8.64,2022-02-24 00:00:00,8.49,2022-02-08 00:00:00,9.35,,,,False,,,,
60,兴业矿业,000426.SZ,True,2022-01-05 00:00:00,7.18,2022-01-17 00:00:00,7.29,2022-01-13 00:00:00,7.66,8.25,7.66,,True,,,,
61,苏州银行,002966.SZ,True,2021-12-27 00:00:00,6.74,2022-01-28 00:00:00,6.79,2022-01-24 00:00:00,7.05,,,,False,,,,
62,普路通,002769.SZ,True,2021-12-24 00:00:00,6.5,2022-01-25 00:00:00,6.57,2022-01-17 00:00:00,7.6,,,,False,,,,
63,绝味食品,603517.SH,True,2022-01-28 00:00:00,52.59,2022-02-24 00:00:00,51.92,2022-02-16 00:00:00,56.98,,,,False,,,,
64,丽江股份,002033.SZ,True,2021-12-24 00:00:00,6.02,2022-01-27 00:00:00,6.14,2022-01-24 00:00:00,6.73,,,,False,,,,
65,恩捷股份,002812.SZ,True,2022-01-07 00:00:00,225.9,2022-02-11 00:00:00,224.98,2022-01-17 00:00:00,276.49,,,,False,,,,
66,华东医药,000963.SZ,True,2022-01-27 00:00:00,35.17,2022-02-22 00:00:00,34.69,2022-02-09 00:00:00,38.42,,,,False,,,,
67,华信新材,300717.SZ,True,2021-12-24 00:00:00,14.63,2022-01-25 00:00:00,14.75,2022-01-11 00:00:00,17.26,,,,False,,,,
68,宇通重工,600817.SH,True,2022-01-25 00:00:00,12.18,2022-02-24 00:00:00,12.02,2022-01-28 00:00:00,13.03,,,,False,,,,
69,龙头股份,600630.SH,True,2022-01-27 00:00:00,5.08,2022-02-11 00:00:00,5.07,2022-01-28 00:00:00,5.22,,,,False,,,,
70,三生国健,688336.SH,True,2022-01-27 00:00:00,17.45,2022-02-24 00:00:00,17.41,2022-02-09 00:00:00,18.03,,,,False,,,,
71,华工科技,000988.SZ,True,2022-01-27 00:00:00,23.78,2022-02-11 00:00:00,23.4,2022-01-28 00:00:00,24.45,,,,False,,,,
72,*ST新光,002147.SZ,True,2022-01-27 00:00:00,4.08,2022-02-24 00:00:00,4.02,2022-02-07 00:00:00,4.33,,,,False,,,,
73,圣泉集团,605589.SH,True,2022-01-28 00:00:00,32.11,2022-02-25 00:00:00,32.06,2022-02-23 00:00:00,33.96,,,,False,,,,
74,华鲁恒升,600426.SH,True,2022-01-14 00:00:00,29.52,2022-01-17 00:00:00,30.0,2022-01-17 00:00:00,30.0,35.16,30.0,,True,,,,
75,靖远煤电,000552.SZ,True,2021-12-29 00:00:00,3.39,2022-01-28 00:00:00,3.45,2022-01-19 00:00:00,3.92,,,,False,,,,
76,中国电信,601728.SH,True,2022-01-27 00:00:00,4.15,2022-02-24 00:00:00,4.13,2022-02-09 00:00:00,4.41,,,,False,,,,
77,数据港,603881.SH,True,2021-12-24 00:00:00,34.0,2022-01-28 00:00:00,34.08,2022-01-20 00:00:00,41.61,,,,False,,,,
78,中信建投,601066.SH,True,2022-01-27 00:00:00,26.35,2022-02-25 00:00:00,25.9,2022-02-21 00:00:00,27.14,,,,False,,,,
79,新纶科技,002341.SZ,True,2022-01-27 00:00:00,4.65,2022-02-24 00:00:00,4.59,2022-02-09 00:00:00,4.97,,,,False,,,,
80,太平洋,601099.SH,True,2022-01-25 00:00:00,3.16,2022-02-24 00:00:00,3.13,2022-02-09 00:00:00,3.28,,,,False,,,,
81,ST粤泰,600393.SH,True,2022-01-25 00:00:00,1.39,2022-02-07 00:00:00,1.38,2022-01-28 00:00:00,1.42,,,,False,,,,
82,仲景食品,300908.SZ,True,2022-01-27 00:00:00,46.02,2022-02-24 00:00:00,45.68,2022-02-09 00:00:00,48.08,,,,False,,,,
83,深桑达A,000032.SZ,True,2021-12-30 00:00:00,20.16,2022-01-27 00:00:00,20.52,2022-01-18 00:00:00,25.18,,,,False,,,,
84,福瑞股份,300049.SZ,True,2022-01-27 00:00:00,11.63,2022-02-18 00:00:00,11.61,2022-02-09 00:00:00,12.38,,,,False,,,,
85,锦江酒店,600754.SH,True,2022-01-11 00:00:00,55.33,2022-02-07 00:00:00,54.93,2022-01-20 00:00:00,59.46,,,,False,,,,
86,中天精装,002989.SZ,True,2022-01-27 00:00:00,21.38,2022-02-24 00:00:00,21.05,2022-02-21 00:00:00,23.4,,,,False,,,,
87,保利联合,002037.SZ,True,2021-12-28 00:00:00,7.58,2022-01-20 00:00:00,7.62,2022-01-04 00:00:00,8.56,13.15,8.56,,True,,,,
88,富春染织,605189.SH,True,2021-12-24 00:00:00,22.96,2022-01-27 00:00:00,23.18,2022-01-17 00:00:00,26.48,,,,False,,,,
89,银宝山新,002786.SZ,True,2022-01-21 00:00:00,6.17,2022-02-07 00:00:00,6.08,2022-01-24 00:00:00,6.51,6.77,6.51,,True,,,,
90,高伟达,300465.SZ,True,2021-12-24 00:00:00,10.74,2022-01-27 00:00:00,10.82,2022-01-21 00:00:00,13.29,,,,False,,,,
91,英诺激光,301021.SZ,True,2022-01-27 00:00:00,33.94,2022-02-14 00:00:00,33.84,2022-02-09 00:00:00,35.81,,,,False,,,,
92,西陇科学,002584.SZ,True,2021-12-24 00:00:00,8.32,2022-02-11 00:00:00,8.3,2022-01-14 00:00:00,13.7,,,,False,,,,
93,乐惠国际,603076.SH,True,2022-01-14 00:00:00,33.33,2022-01-28 00:00:00,33.85,2022-01-19 00:00:00,36.91,,,,False,,,,
94,*ST松江,600225.SH,True,2021-12-28 00:00:00,2.97,2022-01-27 00:00:00,3.0,2022-01-05 00:00:00,3.31,,,,False,,,,
95,罗欣药业,002793.SZ,True,2022-01-27 00:00:00,8.92,2022-02-17 00:00:00,8.89,2022-02-09 00:00:00,9.21,,,,False,,,,
96,天箭科技,002977.SZ,True,2022-01-28 00:00:00,68.9,2022-02-11 00:00:00,68.06,2022-02-10 00:00:00,70.44,,,,False,,,,
97,江丰电子,300666.SZ,True,2021-12-28 00:00:00,48.6,2022-01-21 00:00:00,49.1,2022-01-06 00:00:00,55.75,59.6,55.75,,True,,,,
98,ST银河,000806.SZ,True,2022-01-27 00:00:00,2.52,2022-02-24 00:00:00,2.51,2022-02-18 00:00:00,2.7,,,,False,,,,
99,丰原药业,000153.SZ,True,2022-01-28 00:00:00,9.29,2022-02-15 00:00:00,9.17,2022-02-09 00:00:00,9.71,,,,False,,,,
100,中晟高科,002778.SZ,True,2021-12-24 00:00:00,17.33,2022-01-27 00:00:00,17.36,2022-01-13 00:00:00,18.48,,,,False,,,,
101,完美世界,002624.SZ,True,2022-01-27 00:00:00,13.25,2022-02-24 00:00:00,13.18,2022-02-10 00:00:00,14.2,,,,False,,,,
102,众望布艺,605003.SH,True,2022-01-27 00:00:00,24.62,2022-02-11 00:00:00,24.32,2022-02-08 00:00:00,25.9,,,,False,,,,
103,汇创达,300909.SZ,True,2021-12-29 00:00:00,42.83,2022-02-24 00:00:00,42.03,2022-02-08 00:00:00,50.09,,,,False,,,,
104,同益股份,300538.SZ,True,2022-01-27 00:00:00,18.36,2022-02-24 00:00:00,18.0,2022-02-09 00:00:00,19.41,,,,False,,,,
105,中南传媒,601098.SH,True,2021-12-29 00:00:00,9.06,2022-01-27 00:00:00,9.06,2022-01-11 00:00:00,10.05,,,,False,,,,
106,天神娱乐,002354.SZ,True,2021-12-28 00:00:00,4.38,2022-02-17 00:00:00,4.32,2022-01-05 00:00:00,6.92,,,,False,,,,
107,巨力索具,002342.SZ,True,2022-01-25 00:00:00,4.18,2022-02-24 00:00:00,4.12,2022-02-21 00:00:00,4.48,,,,False,,,,
108,研奥股份,300923.SZ,True,2022-01-27 00:00:00,28.57,2022-02-14 00:00:00,28.26,2022-02-10 00:00:00,29.68,,,,False,,,,
109,大悦城,000031.SZ,True,2021-12-24 00:00:00,3.63,2022-01-27 00:00:00,3.67,2022-01-11 00:00:00,4.0,,,,False,,,,
110,药易购,300937.SZ,True,2022-01-27 00:00:00,34.28,2022-02-11 00:00:00,34.15,2022-02-09 00:00:00,36.05,,,,False,,,,
111,大烨智能,300670.SZ,True,2022-01-07 00:00:00,9.26,2022-02-24 00:00:00,9.24,2022-02-10 00:00:00,10.84,,,,False,,,,
112,博杰股份,002975.SZ,True,2022-01-28 00:00:00,54.88,2022-02-14 00:00:00,53.95,2022-02-09 00:00:00,57.32,,,,False,,,,
113,中材国际,600970.SH,True,2022-01-25 00:00:00,10.15,2022-02-24 00:00:00,10.07,2022-02-16 00:00:00,10.72,,,,False,,,,
114,延江股份,300658.SZ,True,2022-01-27 00:00:00,9.82,2022-02-11 00:00:00,9.75,2022-02-09 00:00:00,10.38,,,,False,,,,
115,七一二,603712.SH,True,2022-01-28 00:00:00,35.76,2022-02-07 00:00:00,35.7,2022-01-28 00:00:00,35.76,,,,False,,,,
116,大华股份,002236.SZ,True,2022-01-28 00:00:00,19.08,2022-02-25 00:00:00,18.78,2022-02-09 00:00:00,19.66,,,,False,,,,
117,均瑶健康,605388.SH,True,2022-01-27 00:00:00,17.08,2022-02-24 00:00:00,16.79,2022-02-09 00:00:00,18.09,,,,False,,,,
118,宜安科技,300328.SZ,True,2021-12-31 00:00:00,7.85,2022-01-27 00:00:00,7.86,2022-01-24 00:00:00,10.22,,,,False,,,,
119,海泰科,301022.SZ,True,2022-01-27 00:00:00,38.53,2022-02-11 00:00:00,38.26,2022-02-09 00:00:00,40.95,,,,False,,,,
120,*ST围海,002586.SZ,True,2021-12-27 00:00:00,3.18,2022-02-24 00:00:00,3.18,2022-02-08 00:00:00,3.8,,,,False,,,,
121,光明乳业,600597.SH,True,2022-01-28 00:00:00,12.75,2022-02-24 00:00:00,12.73,2022-02-21 00:00:00,13.43,,,,False,,,,
122,密尔克卫,603713.SH,True,2022-01-07 00:00:00,122.86,2022-02-14 00:00:00,122.0,2022-01-20 00:00:00,139.1,,,,False,,,,
123,福成股份,600965.SH,True,2021-12-28 00:00:00,6.26,2022-02-24 00:00:00,6.22,2022-01-17 00:00:00,9.75,,,,False,,,,
124,国电电力,600795.SH,True,2022-01-25 00:00:00,2.63,2022-02-24 00:00:00,2.62,2022-02-09 00:00:00,2.91,,,,False,,,,
125,海天味业,603288.SH,True,2022-01-27 00:00:00,96.06,2022-02-11 00:00:00,94.79,2022-01-28 00:00:00,96.46,,,,False,,,,
126,风华高科,000636.SZ,True,2022-01-28 00:00:00,22.68,2022-02-14 00:00:00,22.63,2022-02-09 00:00:00,23.22,,,,False,,,,
127,特宝生物,688278.SH,True,2022-01-27 00:00:00,25.43,2022-02-14 00:00:00,25.11,2022-02-09 00:00:00,26.0,27.61,26.0,,True,,,,
128,东方集团,600811.SH,True,2022-01-25 00:00:00,2.85,2022-02-07 00:00:00,2.8,2022-01-26 00:00:00,2.88,3.22,2.88,,True,,,,
129,ST高升,000971.SZ,True,2022-01-27 00:00:00,2.2,2022-02-07 00:00:00,2.19,2022-01-28 00:00:00,2.27,,,,False,,,,
130,九典制药,300705.SZ,True,2022-01-27 00:00:00,26.9,2022-02-11 00:00:00,26.89,2022-02-09 00:00:00,29.08,,,,False,,,,
131,天保基建,000965.SZ,True,2021-12-30 00:00:00,2.58,2022-01-27 00:00:00,2.62,2022-01-13 00:00:00,2.87,,,,False,,,,
132,湖南黄金,002155.SZ,True,2021-12-29 00:00:00,10.24,2022-02-07 00:00:00,10.24,2022-01-26 00:00:00,11.74,12.63,11.74,,True,,,,
133,恒实科技,300513.SZ,True,2022-01-25 00:00:00,11.23,2022-02-07 00:00:00,11.2,2022-01-28 00:00:00,12.35,14.11,12.35,,True,,,,
134,华峰铝业,601702.SH,True,2022-01-10 00:00:00,11.32,2022-02-22 00:00:00,11.23,2022-01-18 00:00:00,12.9,,,,False,,,,
135,ST安泰,600408.SH,True,2022-01-20 00:00:00,3.38,2022-02-24 00:00:00,3.35,2022-02-11 00:00:00,3.61,,,,False,,,,
136,浙江龙盛,600352.SH,True,2021-12-24 00:00:00,12.42,2022-02-24 00:00:00,12.3,2022-01-10 00:00:00,13.18,,,,False,,,,
137,永艺股份,603600.SH,True,2022-01-27 00:00:00,10.47,2022-02-24 00:00:00,10.31,2022-01-28 00:00:00,10.99,,,,False,,,,
138,柳钢股份,601003.SH,True,2021-12-28 00:00:00,5.22,2022-01-28 00:00:00,5.23,2022-01-11 00:00:00,5.67,,,,False,,,,
139,久立特材,002318.SZ,True,2022-01-13 00:00:00,16.2,2022-02-14 00:00:00,16.47,2022-01-18 00:00:00,19.06,,,,False,,,,
140,百亚股份,003006.SZ,True,2022-01-27 00:00:00,15.08,2022-02-24 00:00:00,14.85,2022-02-09 00:00:00,15.68,,,,False,,,,
141,博创科技,300548.SZ,True,2021-12-24 00:00:00,30.28,2022-01-27 00:00:00,30.5,2022-01-18 00:00:00,35.02,,,,False,,,,
142,九华旅游,603199.SH,True,2021-12-24 00:00:00,20.74,2022-01-27 00:00:00,21.0,2022-01-21 00:00:00,23.28,,,,False,,,,
143,京东方A,000725.SZ,True,2022-01-27 00:00:00,4.82,2022-02-24 00:00:00,4.77,2022-02-09 00:00:00,5.01,,,,False,,,,
144,华利集团,300979.SZ,True,2022-01-18 00:00:00,81.5,2022-02-24 00:00:00,80.01,2022-02-07 00:00:00,88.1,,,,False,,,,
145,兰花科创,600123.SH,True,2021-12-30 00:00:00,9.36,2022-01-28 00:00:00,9.46,2022-01-21 00:00:00,11.09,,,,False,,,,
146,亚通股份,600692.SH,True,2021-12-29 00:00:00,5.82,2022-01-27 00:00:00,5.87,2022-01-17 00:00:00,6.86,,,,False,,,,
147,上海瀚讯,300762.SZ,True,2022-01-27 00:00:00,22.56,2022-02-11 00:00:00,22.4,2022-02-09 00:00:00,23.4,,,,False,,,,
148,中原证券,601375.SH,True,2021-12-24 00:00:00,4.8,2022-02-25 00:00:00,4.77,2022-01-19 00:00:00,5.42,,,,False,,,,
149,厦门象屿,600057.SH,True,2021-12-27 00:00:00,7.96,2022-02-24 00:00:00,7.9,2022-01-12 00:00:00,8.92,,,,False,,,,
150,江航装备,688586.SH,True,2022-01-27 00:00:00,27.22,2022-02-25 00:00:00,26.7,2022-02-10 00:00:00,29.0,,,,False,,,,
151,惠天热电,000692.SZ,True,2021-12-28 00:00:00,3.8,2022-01-25 00:00:00,3.87,2022-01-20 00:00:00,4.1,,,,False,,,,
152,万丰奥威,002085.SZ,True,2022-01-28 00:00:00,4.87,2022-02-24 00:00:00,4.86,2022-02-09 00:00:00,5.07,,,,False,,,,
153,江苏国泰,002091.SZ,True,2022-01-28 00:00:00,11.32,2022-02-11 00:00:00,11.25,2022-02-09 00:00:00,11.59,11.98,11.59,,True,,,,
154,尚品宅配,300616.SZ,True,2022-01-27 00:00:00,36.5,2022-02-24 00:00:00,36.46,2022-02-08 00:00:00,39.0,,,,False,,,,
155,华森制药,002907.SZ,True,2021-12-28 00:00:00,13.56,2022-02-17 00:00:00,13.36,2022-01-04 00:00:00,19.86,,,,False,,,,
156,金花股份,600080.SH,True,2022-01-25 00:00:00,7.3,2022-02-11 00:00:00,7.21,2022-02-09 00:00:00,7.5,8.23,7.5,,True,,,,
157,大名城,600094.SH,True,2021-12-29 00:00:00,3.52,2022-01-27 00:00:00,3.57,2022-01-19 00:00:00,3.75,,,,False,,,,
158,奥士康,002913.SZ,True,2022-01-28 00:00:00,66.03,2022-02-18 00:00:00,64.85,2022-02-10 00:00:00,68.61,,,,False,,,,
159,奥福环保,688021.SH,True,2022-01-11 00:00:00,49.0,2022-02-24 00:00:00,49.95,2022-02-08 00:00:00,55.5,,,,False,,,,
160,栖霞建设,600533.SH,True,2021-12-30 00:00:00,3.08,2022-01-25 00:00:00,3.13,2022-01-13 00:00:00,3.33,3.45,3.33,,True,,,,
161,南钢股份,600282.SH,True,2021-12-28 00:00:00,3.59,2022-01-28 00:00:00,3.63,2022-01-11 00:00:00,3.94,,,,False,,,,
162,扬杰科技,300373.SZ,True,2022-01-13 00:00:00,57.91,2022-02-21 00:00:00,58.16,2022-01-24 00:00:00,67.01,,,,False,,,,
163,信濠光电,301051.SZ,True,2022-01-27 00:00:00,105.31,2022-02-14 00:00:00,104.47,2022-02-07 00:00:00,110.53,,,,False,,,,
164,久其软件,002279.SZ,True,2021-12-24 00:00:00,4.57,2022-01-27 00:00:00,4.57,2022-01-18 00:00:00,5.46,,,,False,,,,
165,步步高,002251.SZ,True,2022-01-27 00:00:00,6.46,2022-02-25 00:00:00,6.36,2022-02-10 00:00:00,6.82,,,,False,,,,
166,亚普股份,603013.SH,True,2022-01-27 00:00:00,14.49,2022-02-24 00:00:00,14.32,2022-02-09 00:00:00,15.25,,,,False,,,,
167,三湘印象,000863.SZ,True,2021-12-29 00:00:00,3.51,2022-02-24 00:00:00,3.45,2022-01-10 00:00:00,4.5,,,,False,,,,
168,*ST华讯,000687.SZ,True,2022-01-27 00:00:00,1.35,2022-02-11 00:00:00,1.34,2022-02-08 00:00:00,1.45,1.56,1.45,True,True,4.698,True,32238928,14990917.487179488
169,襄阳轴承,000678.SZ,True,2021-12-27 00:00:00,4.6,2022-01-27 00:00:00,4.66,2022-01-19 00:00:00,5.2,,,,False,,,,
170,中国医药,600056.SH,True,2022-01-27 00:00:00,10.7,2022-02-07 00:00:00,10.5,2022-01-28 00:00:00,10.82,,,,False,,,,
171,云南能投,002053.SZ,True,2022-01-14 00:00:00,8.78,2022-01-25 00:00:00,8.84,2022-01-19 00:00:00,9.45,9.85,9.45,,True,,,,
172,共创草坪,605099.SH,True,2022-01-27 00:00:00,31.23,2022-02-24 00:00:00,30.99,2022-02-08 00:00:00,33.02,,,,False,,,,
173,探路者,300005.SZ,True,2022-01-27 00:00:00,8.25,2022-02-24 00:00:00,8.18,2022-02-09 00:00:00,8.75,,,,False,,,,
174,玉马遮阳,300993.SZ,True,2022-01-27 00:00:00,25.91,2022-02-11 00:00:00,25.89,2022-02-08 00:00:00,27.73,,,,False,,,,
175,正弦电气,688395.SH,True,2022-01-27 00:00:00,24.99,2022-02-11 00:00:00,24.9,2022-02-09 00:00:00,26.06,,,,False,,,,
176,川网传媒,300987.SZ,True,2022-01-27 00:00:00,27.69,2022-02-24 00:00:00,27.46,2022-02-10 00:00:00,30.25,,,,False,,,,
177,震有科技,688418.SH,True,2022-01-27 00:00:00,12.86,2022-02-15 00:00:00,12.66,2022-02-09 00:00:00,13.4,,,,False,,,,
