,股票名称,股票代码,形态识别,左底id,左底价格,右底id,右底价格,中顶id,中顶价格,收盘价格,颈线价格,首次突破,突破幅度,当日涨幅,突破放量,当前成交量-手,平均成交量-手
291,金健米业,600127.SH,True,2021-09-29,8.2,2021-10-28,8.2,2021-10-19,8.66,,,,False,,,,
292,东湖高新,600133.SH,True,2021-11-05,5.14,2021-11-29,5.11,2021-11-15,5.3,,,,False,,,,
293,中国核电,601985.SH,True,2021-10-13,6.27,2021-11-16,6.16,2021-11-03,7.19,,,,False,,,,
294,大唐发电,601991.SH,True,2021-11-05,2.53,2021-11-16,2.51,2021-11-09,2.56,,,,False,,,,
295,蓝光发展,600466.SH,True,2021-11-09,1.67,2021-11-22,1.66,2021-11-11,1.77,,,,False,,,,
296,积成电子,002339.SZ,True,2021-11-08,6.78,2021-11-10,6.67,2021-11-09,6.89,7.35,6.89,,True,,,,
297,ST维维,600300.SH,True,2021-09-29,3.34,2021-10-28,3.35,2021-10-14,3.55,3.68,3.55,,True,,,,
298,同兴环保,003027.SZ,True,2021-10-26,23.12,2021-11-05,23.24,2021-10-28,24.9,,,,False,,,,
299,光韵达,300227.SZ,True,2021-10-15,9.12,2021-10-28,9.2,2021-10-27,9.64,10.16,9.64,,True,,,,
300,三美股份,603379.SH,True,2021-11-05,22.52,2021-11-16,22.09,2021-11-09,23.45,25.47,23.45,,True,,,,
301,德恩精工,300780.SZ,True,2021-11-09,16.25,2021-11-16,16.09,2021-11-15,16.76,,,,False,,,,
302,建工修复,300958.SZ,True,2021-10-21,25.15,2021-10-28,25.47,2021-10-27,26.72,28.15,26.72,,True,,,,
303,三峡水利,600116.SH,True,2021-10-15,9.15,2021-11-08,9.16,2021-11-01,10.08,,,,False,,,,
304,河钢资源,000923.SZ,True,2021-11-05,13.21,2021-11-16,13.16,2021-11-11,13.62,14.76,13.62,,True,,,,
305,深圳机场,000089.SZ,True,2021-11-05,7.08,2021-11-29,7.01,2021-11-08,7.31,,,,False,,,,
306,新凤鸣,603225.SH,True,2021-11-05,13.53,2021-11-16,13.42,2021-11-08,13.93,,,,False,,,,
307,物产中大,600704.SH,True,2021-11-09,6.03,2021-11-11,5.99,2021-11-10,6.09,,,,False,,,,
308,浙江力诺,300838.SZ,True,2021-09-29,15.43,2021-10-28,15.64,2021-10-20,17.1,,,,False,,,,
309,苏美达,600710.SH,True,2021-10-22,5.99,2021-10-28,6.05,2021-10-26,6.18,,,,False,,,,
310,东方雨虹,002271.SZ,True,2021-11-08,38.4,2021-11-10,38.27,2021-11-09,38.9,,,,False,,,,
311,天华超净,300390.SZ,True,2021-11-05,88.69,2021-11-16,88.18,2021-11-09,100.2,112.0,100.2,,True,,,,
312,*ST升达,002259.SZ,True,2021-11-02,3.58,2021-11-29,3.56,2021-11-03,3.75,,,,False,,,,
313,三联虹普,300384.SZ,True,2021-10-22,18.6,2021-10-28,18.76,2021-10-25,19.23,24.09,19.23,,True,,,,
314,中创物流,603967.SH,True,2021-09-29,12.01,2021-10-28,12.05,2021-10-11,12.96,,,,False,,,,
315,联泰环保,603797.SH,True,2021-10-19,6.61,2021-11-02,6.61,2021-10-28,6.9,,,,False,,,,
316,无锡振华,605319.SH,True,2021-09-29,14.1,2021-10-29,14.21,2021-10-13,14.89,17.68,14.89,,True,,,,
317,交控科技,688015.SH,True,2021-10-25,29.23,2021-10-27,29.26,2021-10-26,29.37,35.41,29.37,,True,,,,
318,宋城演艺,300144.SZ,True,2021-11-04,13.25,2021-11-29,13.15,2021-11-17,14.95,,,,False,,,,
319,同和药业,300636.SZ,True,2021-09-29,14.9,2021-10-28,15.07,2021-10-08,17.32,18.7,17.32,,True,,,,
320,珠海中富,000659.SZ,True,2021-10-14,3.94,2021-11-12,4.0,2021-10-26,4.3,,,,False,,,,
321,皖维高新,600063.SH,True,2021-10-15,5.95,2021-11-16,6.06,2021-10-27,7.98,,,,False,,,,
322,*ST凯瑞,002072.SZ,True,2021-09-29,5.48,2021-11-05,5.52,2021-10-19,6.09,6.99,6.09,,True,,,,
323,中元股份,300018.SZ,True,2021-10-22,6.3,2021-10-28,6.34,2021-10-25,6.58,7.69,6.58,,True,,,,
324,普洛药业,000739.SZ,True,2021-10-26,32.27,2021-10-27,32.62,2021-10-27,32.62,41.32,32.62,,True,,,,
325,中兴通讯,000063.SZ,True,2021-11-03,31.08,2021-11-30,30.68,2021-11-24,32.65,,,,False,,,,
326,洲明科技,300232.SZ,True,2021-09-29,8.02,2021-10-28,8.06,2021-10-26,8.66,9.1,8.66,,True,,,,
327,好当家,600467.SH,True,2021-09-29,2.51,2021-10-28,2.54,2021-10-19,2.79,,,,False,,,,
328,中晶科技,003026.SZ,True,2021-09-29,66.99,2021-10-28,68.23,2021-10-15,73.3,88.3,73.3,,True,,,,
329,上海家化,600315.SH,True,2021-10-27,42.14,2021-11-15,41.4,2021-10-29,47.93,,,,False,,,,
330,赣锋锂业,002460.SZ,True,2021-09-29,152.97,2021-11-16,151.17,2021-11-08,175.3,,,,False,,,,
331,晨曦航空,300581.SZ,True,2021-10-28,27.53,2021-11-16,27.48,2021-11-02,30.29,,,,False,,,,
332,圣龙股份,603178.SH,True,2021-09-29,9.58,2021-10-27,9.73,2021-10-13,10.38,16.15,10.38,,True,,,,
333,南京银行,601009.SH,True,2021-09-30,9.05,2021-11-29,9.03,2021-10-26,10.1,,,,False,,,,
334,安正时尚,603839.SH,True,2021-10-26,7.79,2021-10-27,7.91,2021-10-27,7.91,8.38,7.91,,True,,,,
335,正海磁材,300224.SZ,True,2021-09-29,11.1,2021-10-28,11.11,2021-10-25,12.13,21.65,12.13,,True,,,,
336,博闻科技,600883.SH,True,2021-09-29,7.65,2021-10-28,7.7,2021-10-14,8.62,,,,False,,,,
337,明星电力,600101.SH,True,2021-10-15,6.08,2021-11-11,6.12,2021-10-27,7.56,,,,False,,,,
338,中国东航,600115.SH,True,2021-09-29,4.65,2021-11-29,4.65,2021-10-14,5.18,,,,False,,,,
339,麦格米特,002851.SZ,True,2021-09-29,30.59,2021-10-29,30.63,2021-10-25,33.41,,,,False,,,,
340,金贵银业,002716.SZ,True,2021-11-05,3.34,2021-11-30,3.28,2021-11-11,3.53,,,,False,,,,
341,华峰化学,002064.SZ,True,2021-11-05,10.38,2021-11-16,10.29,2021-11-11,10.55,,,,False,,,,
342,潜能恒信,300191.SZ,True,2021-11-05,23.22,2021-11-11,23.11,2021-11-10,23.94,,,,False,,,,
343,国投资本,600061.SH,True,2021-11-04,8.11,2021-11-29,8.01,2021-11-11,8.39,,,,False,,,,
344,无锡银行,600908.SH,True,2021-11-05,5.63,2021-11-29,5.55,2021-11-11,5.79,,,,False,,,,
345,汤臣倍健,300146.SZ,True,2021-10-11,22.96,2021-11-10,23.23,2021-10-29,25.48,,,,False,,,,
346,金博股份,688598.SH,True,2021-10-12,325.99,2021-11-18,320.5,2021-10-15,374.81,,,,False,,,,
347,浙富控股,002266.SZ,True,2021-10-13,6.12,2021-11-15,6.15,2021-10-29,7.16,,,,False,,,,
348,北京银行,601169.SH,True,2021-09-30,4.36,2021-11-30,4.38,2021-10-11,4.48,,,,False,,,,
349,中芯国际,688981.SH,True,2021-10-21,53.72,2021-10-27,54.12,2021-10-22,55.79,,,,False,,,,
350,立方数科,300344.SZ,True,2021-09-29,4.85,2021-10-28,4.93,2021-10-25,5.32,5.74,5.32,,True,,,,
351,圣农发展,002299.SZ,True,2021-10-14,21.39,2021-11-25,21.54,2021-11-04,23.74,,,,False,,,,
352,华民股份,300345.SZ,True,2021-09-29,4.81,2021-10-28,4.84,2021-10-11,5.25,,,,False,,,,
353,陕天然气,002267.SZ,True,2021-11-02,7.02,2021-11-12,7.01,2021-11-04,7.34,,,,False,,,,
354,科泰电源,300153.SZ,True,2021-10-12,11.29,2021-11-05,11.48,2021-11-01,13.55,,,,False,,,,
355,中达安,300635.SZ,True,2021-09-29,14.71,2021-10-28,14.95,2021-10-18,16.34,,,,False,,,,
356,维业股份,300621.SZ,True,2021-10-26,8.67,2021-10-28,8.68,2021-10-27,8.74,9.46,8.74,,True,,,,
357,ST贵人,603555.SH,True,2021-11-03,2.74,2021-11-29,2.69,2021-11-04,2.8,,,,False,,,,
358,大参林,603233.SH,True,2021-10-29,35.37,2021-11-30,35.26,2021-11-05,39.58,,,,False,,,,
359,同花顺,300033.SZ,True,2021-10-28,111.41,2021-11-18,111.12,2021-11-11,117.68,,,,False,,,,
360,元隆雅图,002878.SZ,True,2021-09-29,15.09,2021-11-02,15.13,2021-10-18,17.1,,,,False,,,,
361,卓胜微,300782.SZ,True,2021-10-12,298.79,2021-11-12,298.46,2021-10-22,329.92,374.8,329.92,,True,,,,
362,京基智农,000048.SZ,True,2021-11-01,17.17,2021-11-26,17.16,2021-11-15,18.03,,,,False,,,,
363,浙江美大,002677.SZ,True,2021-10-21,15.1,2021-11-30,15.33,2021-10-26,16.77,,,,False,,,,
364,德马科技,688360.SH,True,2021-10-12,29.02,2021-11-02,29.23,2021-10-25,31.83,,,,False,,,,
365,锦龙股份,000712.SZ,True,2021-09-29,15.13,2021-11-29,15.3,2021-11-17,16.7,,,,False,,,,
366,华正新材,603186.SH,True,2021-10-12,35.4,2021-10-28,36.01,2021-10-19,40.69,42.92,40.69,True,True,5.7143,True,12213940,3365836.641025641
367,中国出版,601949.SH,True,2021-10-28,5.33,2021-11-29,5.32,2021-11-15,5.69,,,,False,,,,
368,洪都航空,600316.SH,True,2021-10-12,35.71,2021-10-28,36.06,2021-10-25,37.46,41.58,37.46,,True,,,,
369,云南白药,000538.SZ,True,2021-11-08,88.03,2021-11-29,87.95,2021-11-16,91.37,,,,False,,,,
370,宁波港,601018.SH,True,2021-10-28,3.7,2021-11-10,3.69,2021-10-29,3.75,,,,False,,,,
371,南网能源,003035.SZ,True,2021-11-05,8.1,2021-11-29,8.03,2021-11-15,8.26,,,,False,,,,
372,平高电气,600312.SH,True,2021-10-13,7.5,2021-11-11,7.45,2021-10-20,9.28,,,,False,,,,
373,柯利达,603828.SH,True,2021-10-25,3.74,2021-11-05,3.79,2021-10-29,3.98,,,,False,,,,
374,中环股份,002129.SZ,True,2021-10-12,44.36,2021-11-29,44.83,2021-10-29,52.36,,,,False,,,,
375,中青旅,600138.SH,True,2021-11-04,9.62,2021-11-29,9.58,2021-11-15,10.35,,,,False,,,,
376,华统股份,002840.SZ,True,2021-11-08,10.13,2021-11-10,10.03,2021-11-09,10.2,11.25,10.2,,True,,,,
377,宝信软件,600845.SH,True,2021-09-29,64.46,2021-11-29,65.59,2021-11-09,73.99,,,,False,,,,
378,易德龙,603380.SH,True,2021-09-29,28.56,2021-10-28,28.6,2021-10-20,31.31,39.93,31.31,,True,,,,
379,海南高速,000886.SZ,True,2021-11-03,3.84,2021-11-29,3.82,2021-11-11,3.95,,,,False,,,,
380,众信旅游,002707.SZ,True,2021-09-29,4.65,2021-10-27,4.67,2021-10-18,5.47,,,,False,,,,
381,江苏银行,600919.SH,True,2021-09-29,5.82,2021-11-30,5.89,2021-11-01,6.6,,,,False,,,,
382,久吾高科,300631.SZ,True,2021-10-12,35.2,2021-10-28,35.78,2021-10-26,41.52,49.5,41.52,,True,,,,
383,帅丰电器,605336.SH,True,2021-09-29,27.71,2021-10-28,28.05,2021-10-22,30.79,33.61,30.79,,True,,,,
384,麦克奥迪,300341.SZ,True,2021-10-13,9.34,2021-10-28,9.48,2021-10-27,9.91,11.23,9.91,,True,,,,
385,厦门银行,601187.SH,True,2021-11-08,6.84,2021-11-18,6.77,2021-11-11,6.97,,,,False,,,,
386,安迪苏,600299.SH,True,2021-09-30,11.9,2021-11-26,11.73,2021-11-03,13.29,,,,False,,,,
387,天汽模,002510.SZ,True,2021-09-29,3.96,2021-10-28,4.02,2021-10-20,4.25,4.63,4.25,,True,,,,
388,万马股份,002276.SZ,True,2021-10-22,6.78,2021-10-28,6.82,2021-10-26,7.09,9.32,7.09,,True,,,,
389,司尔特,002538.SZ,True,2021-10-15,9.8,2021-11-16,9.69,2021-10-27,13.81,,,,False,,,,
390,*ST基础,600515.SH,True,2021-11-03,8.18,2021-11-15,8.1,2021-11-10,8.94,,,,False,,,,
391,光环新网,300383.SZ,True,2021-09-30,12.87,2021-10-28,12.88,2021-10-13,13.49,14.75,13.49,,True,,,,
392,云南铜业,000878.SZ,True,2021-11-05,13.06,2021-11-10,13.03,2021-11-09,13.27,13.81,13.27,,True,,,,
393,寒锐钴业,300618.SZ,True,2021-09-29,73.98,2021-11-16,75.16,2021-10-21,82.49,98.12,82.49,,True,,,,
394,普利制药,300630.SZ,True,2021-10-22,45.96,2021-10-27,46.27,2021-10-27,46.27,52.15,46.27,,True,,,,
395,古越龙山,600059.SH,True,2021-10-21,10.58,2021-10-28,10.61,2021-10-26,11.04,,,,False,,,,
396,粤水电,002060.SZ,True,2021-10-13,4.58,2021-11-16,4.62,2021-10-29,5.46,,,,False,,,,
397,恒天海龙,000677.SZ,True,2021-09-29,2.87,2021-11-05,2.89,2021-10-19,3.39,,,,False,,,,
398,思美传媒,002712.SZ,True,2021-10-25,4.06,2021-10-27,4.09,2021-10-26,4.14,4.6,4.14,,True,,,,
399,济民医疗,603222.SH,True,2021-09-29,13.69,2021-11-18,13.65,2021-10-08,15.68,,,,False,,,,
400,天津港,600717.SH,True,2021-11-08,3.87,2021-11-10,3.85,2021-11-08,3.87,,,,False,,,,
401,上海石化,600688.SH,True,2021-11-09,3.62,2021-11-10,3.61,2021-11-09,3.62,4.6,3.62,,True,,,,
402,中粮科技,000930.SZ,True,2021-10-15,9.55,2021-10-28,9.67,2021-10-25,10.94,11.68,10.94,,True,,,,
403,超图软件,300036.SZ,True,2021-10-12,22.71,2021-10-29,23.14,2021-10-25,24.8,30.55,24.8,,True,,,,
404,津荣天宇,300988.SZ,True,2021-09-29,32.18,2021-10-27,32.18,2021-10-14,33.73,40.73,33.73,,True,,,,
405,恒逸石化,000703.SZ,True,2021-11-05,10.49,2021-11-19,10.45,2021-11-09,10.62,,,,False,,,,
406,天康生物,002100.SZ,True,2021-10-15,8.38,2021-10-28,8.41,2021-10-19,9.35,,,,False,,,,
407,金龙羽,002882.SZ,True,2021-10-25,10.04,2021-10-27,10.08,2021-10-26,10.88,13.15,10.88,,True,,,,
408,陆家嘴,600663.SH,True,2021-11-02,10.47,2021-11-29,10.44,2021-11-10,10.69,,,,False,,,,
409,鄂武商A,000501.SZ,True,2021-11-02,9.91,2021-11-29,9.82,2021-11-15,10.15,,,,False,,,,
410,益生股份,002458.SZ,True,2021-10-15,10.15,2021-10-28,10.31,2021-10-20,11.46,,,,False,,,,
411,广弘控股,000529.SZ,True,2021-09-29,5.48,2021-10-27,5.58,2021-10-19,6.15,,,,False,,,,
412,天普股份,605255.SH,True,2021-09-29,14.21,2021-10-28,14.42,2021-10-13,15.18,17.33,15.18,,True,,,,
413,惠泰医疗,688617.SH,True,2021-11-03,285.97,2021-11-23,283.63,2021-11-16,308.54,322.09,308.54,,True,,,,
414,养元饮品,603156.SH,True,2021-10-26,28.98,2021-10-28,29.0,2021-10-27,29.35,,,,False,,,,
415,值得买,300785.SZ,True,2021-09-30,75.43,2021-11-25,74.87,2021-10-22,81.85,,,,False,,,,
416,燕京啤酒,000729.SZ,True,2021-10-22,6.34,2021-10-28,6.35,2021-10-26,6.47,6.8,6.47,,True,,,,
417,国盛金控,002670.SZ,True,2021-09-30,9.15,2021-11-05,9.16,2021-10-15,9.45,,,,False,,,,
418,城投控股,600649.SH,True,2021-11-05,3.88,2021-11-29,3.87,2021-11-15,3.95,,,,False,,,,
419,长鹰信质,002664.SZ,True,2021-09-29,16.37,2021-10-28,16.6,2021-10-21,18.0,24.47,18.0,,True,,,,
420,泰嘉股份,002843.SZ,True,2021-10-22,8.5,2021-10-27,8.64,2021-10-27,8.64,11.02,8.64,,True,,,,
421,中矿资源,002738.SZ,True,2021-09-29,52.88,2021-11-16,52.32,2021-10-27,62.43,65.88,62.43,,True,,,,
422,中贝通信,603220.SH,True,2021-11-05,12.78,2021-11-10,12.72,2021-11-09,12.92,17.26,12.92,,True,,,,
423,石化机械,000852.SZ,True,2021-11-05,5.8,2021-11-16,5.71,2021-11-09,5.88,,,,False,,,,
424,兴瑞科技,002937.SZ,True,2021-09-29,11.85,2021-10-28,11.87,2021-10-18,12.79,20.95,12.79,,True,,,,
425,广州发展,600098.SH,True,2021-11-05,6.55,2021-11-10,6.5,2021-11-09,6.71,7.44,6.71,,True,,,,
426,杭州银行,600926.SH,True,2021-11-09,13.93,2021-11-29,13.74,2021-11-15,14.79,,,,False,,,,
427,宏华数科,688789.SH,True,2021-10-14,222.06,2021-10-29,225.77,2021-10-20,249.4,325.02,249.4,,True,,,,
428,威龙股份,603779.SH,True,2021-10-28,6.85,2021-11-30,6.79,2021-11-15,7.69,,,,False,,,,
429,中信重工,601608.SH,True,2021-10-28,4.27,2021-11-16,4.26,2021-11-04,4.53,4.75,4.53,,True,,,,
430,康辰药业,603590.SH,True,2021-11-08,30.35,2021-11-10,30.2,2021-11-09,30.36,31.87,30.36,,True,,,,
431,郑州银行,002936.SZ,True,2021-11-09,3.33,2021-11-10,3.32,2021-11-09,3.33,,,,False,,,,
432,华测导航,300627.SZ,True,2021-10-22,37.5,2021-10-28,37.85,2021-10-27,39.6,44.02,39.6,,True,,,,
433,丽人丽妆,605136.SH,True,2021-10-18,23.31,2021-10-27,23.74,2021-10-22,24.58,,,,False,,,,
