,ШеЦк,ЙЩЦБДњТы,УћГЦ,ЪеХЬМл,зюИпМл,зюЕЭМл,ПЊХЬМл,ЧАЪеХЬ,еЧЕјЖю,еЧЕјЗљ,ЛЛЪжТЪ,ГЩНЛСП,ГЩНЛН№Жю,змЪажЕ,СїЭЈЪажЕ
17,2020-11-09,sz300999,Н№Сњгу,61.66,64.64,58.58,61.0,60.9,0.76,1.2479,31.0047,110605581,6764569215.63,334295334110.0,21996485674.4
18,2020-11-10,sz300999,Н№Сњгу,63.69,65.89,60.23,61.66,61.66,2.03,3.2922,26.268,93708096,5945302193.82,345301164928.0,22720664492.5
19,2020-11-11,sz300999,Н№Сњгу,60.18,66.55,59.13,62.66,63.69,-3.51,-5.5111,30.3415,108239803,6910152189.14,326271378636.0,21468512940.1
20,2020-11-12,sz300999,Н№Сњгу,65.69,66.66,58.9,60.3,60.18,5.51,9.1559,28.9637,103324622,6445766525.0,356144348000.0,23434141160.5
21,2020-11-13,sz300999,Н№Сњгу,64.51,66.99,63.4,64.58,65.69,-1.18,-1.7963,22.7551,81176223,5290888703.47,349746869987.0,23013189926.3
22,2020-11-16,sz300999,Н№Сњгу,72.16,72.9,64.66,66.48,64.51,7.65,11.8586,26.3218,93899977,6491561138.27,391222045238.0,25742238181.4
23,2020-11-17,sz300999,Н№Сњгу,74.07,75.96,70.57,71.42,72.16,1.91,2.6469,25.6155,91380240,6697040486.91,401577285072.0,26423608399.4
24,2020-11-18,sz300999,Н№Сњгу,73.72,75.28,72.31,73.85,74.07,-0.35,-0.4725,15.1404,54011667,3972815727.6,399679728034.0,26298749982.5
25,2020-11-19,sz300999,Н№Сњгу,68.01,74.58,67.53,74.2,73.72,-5.71,-7.7455,26.1887,93425084,6540468540.91,368722440363.0,24261774095.3
26,2020-11-20,sz300999,Н№Сњгу,72.39,73.29,68.02,68.02,68.01,4.38,6.4402,21.6679,77297860,5516176419.79,392469011291.0,25824287998.3
27,2020-11-23,sz300999,Н№Сњгу,72.66,73.36,70.11,72.2,72.39,0.27,0.373,16.358,58355231,4190538938.91,393932841006.0,25920607348.4
28,2020-11-24,sz300999,Н№Сњгу,69.62,72.49,67.99,71.77,72.66,-3.04,-4.1839,18.2558,65125435,4558348585.57,377451202736.0,24836122813.1
29,2020-11-25,sz300999,Н№Сњгу,67.68,70.44,66.66,69.99,69.62,-1.94,-2.7866,14.3178,51077040,3476569378.74,366933315156.0,24144050445.1
30,2020-11-26,sz300999,Н№Сњгу,68.87,70.29,67.5,67.53,67.68,1.19,1.7583,12.2398,43664027,3007982525.6,373385009084.0,24568569062.6
31,2020-11-27,sz300999,Н№Сњгу,66.74,68.99,65.95,68.17,68.87,-2.13,-3.0928,12.7116,45347117,3044225436.86,361837019113.0,23808716411.2
32,2020-11-30,sz300999,Н№Сњгу,69.77,70.23,66.3,67.33,66.74,3.03,4.54,16.553,59051033,4070191670.36,378264441467.0,24889633563.2
33,2020-12-01,sz300999,Н№Сњгу,69.71,70.14,68.4,69.3,69.77,-0.06,-0.086,10.5281,37557627,2601456074.98,377939145975.0,24868229263.1
34,2020-12-02,sz300999,Н№Сњгу,70.6,72.8,70.1,70.2,69.71,0.89,1.2767,15.4955,55278508,3952205112.95,382764362442.0,25185726380.4
35,2020-12-03,sz300999,Н№Сњгу,68.92,70.0,68.01,70.0,70.6,-1.68,-2.3796,10.37,36993856,2548807896.34,373656088661.0,24586405979.3
36,2020-12-04,sz300999,Н№Сњгу,70.97,72.0,68.11,68.46,68.92,2.05,2.9745,13.0765,46648858,3298839968.45,384770351310.0,25317719564.0
37,2020-12-07,sz300999,Н№Сњгу,71.67,73.5,70.35,70.68,70.97,0.7,0.9863,11.6758,41652108,3001513790.54,388565465385.0,25567436397.8
38,2020-12-08,sz300999,Н№Сњгу,71.83,72.75,70.8,71.59,71.67,0.16,0.2232,8.929,31853264,2281017614.12,389432920031.0,25624514531.2
39,2020-12-09,sz300999,Н№Сњгу,69.05,72.2,67.95,71.61,71.83,-2.78,-3.8702,13.283,47385684,3311851732.46,374360895561.0,24632781962.7
40,2020-12-10,sz300999,Н№Сњгу,68.34,69.69,67.6,68.51,69.05,-0.71,-1.0282,8.272,29509540,2024284967.84,370511565570.0,24379497745.6
41,2020-12-11,sz300999,Н№Сњгу,69.0,69.66,66.66,68.42,68.34,0.66,0.9658,11.4828,40963642,2788877495.59,374089815984.0,24614945046.0
42,2020-12-14,sz300999,Н№Сњгу,75.51,75.78,68.62,69.39,69.0,6.51,9.4348,19.2486,68667047,4988794901.53,409384376883.0,26937311600.3
43,2020-12-15,sz300999,Н№Сњгу,75.89,76.88,74.79,75.38,75.51,0.38,0.5032,13.0487,46549678,3527665724.41,411444581667.0,27072872167.3
44,2020-12-16,sz300999,Н№Сњгу,81.02,82.85,75.52,75.52,75.89,5.13,6.7598,18.2726,65185515,5194867304.85,439257346247.0,28902939820.7
45,2020-12-17,sz300999,Н№Сњгу,81.68,84.6,79.61,81.0,81.02,0.66,0.8146,16.6248,59307108,4854465807.77,442835596660.0,29138387121.1
46,2020-12-18,sz300999,Н№Сњгу,83.29,84.19,79.39,80.99,81.68,1.61,1.9711,13.7501,49051768,4001795553.7,451564359033.0,29712735838.9
47,2020-12-21,sz300999,Н№Сњгу,90.25,91.19,82.18,82.8,83.29,6.96,8.3563,15.0876,53823337,4694259468.83,489298636124.0,32195634643.5
48,2020-12-22,sz300999,Н№Сњгу,90.2,96.3,87.54,89.5,90.25,-0.05,-0.0554,18.8953,67406862,6155929530.61,489027556547.0,32177797726.8
49,2020-12-23,sz300999,Н№Сњгу,92.9,95.57,89.0,90.7,90.2,2.7,2.9933,15.7394,56148485,5194531440.33,503665853694.0,33140991228.6
50,2020-12-24,sz300999,Н№Сњгу,88.7,94.2,88.0,91.81,92.9,-4.2,-4.521,15.2617,54444306,4908742380.98,480895169243.0,31642690225.8
51,2020-12-25,sz300999,Н№Сњгу,88.8,90.36,85.33,88.0,88.7,0.1,0.1127,12.2943,43858313,3874489246.81,481437328397.0,31678364059.2
52,2020-12-28,sz300999,Н№Сњгу,99.02,99.27,88.9,88.9,88.8,10.22,11.509,15.6572,55855165,5209538964.78,536845993895.0,35324229832.7
53,2020-12-29,sz300999,Н№Сњгу,97.98,101.1,95.06,98.78,99.02,-1.04,-1.0503,15.2577,54430148,5359782089.02,531207538697.0,34953221965.3
54,2020-12-30,sz300999,Н№Сњгу,104.98,107.77,97.07,98.1,97.98,7.0,7.1443,15.0056,53530627,5567718388.92,569158679449.0,37450390303.3
55,2020-12-31,sz300999,Н№Сњгу,108.32,109.6,104.55,107.01,104.98,3.34,3.1816,11.4159,40724952,4373917399.86,587266795180.0,38641896338.9
56,2021-01-04,sz300999,Н№Сњгу,124.14,125.66,106.55,108.33,108.32,15.82,14.6049,14.9628,53377911,6260150670.55,673036373279.0,44285496782.8
57,2021-01-05,sz300999,Н№Сњгу,122.0,139.9,116.8,124.75,124.14,-2.14,-1.7239,26.3807,94109899,11946155025.1,661434167392.0,43522076748.0
58,2021-01-06,sz300999,Н№Сњгу,127.8,127.8,118.95,120.0,122.0,5.8,4.7541,16.6594,59430397,7344849886.49,692879398301.0,45591159085.2
59,2021-01-07,sz300999,Н№Сњгу,139.13,139.78,125.66,127.31,127.8,11.33,8.8654,18.1776,64846465,8586199547.57,754306030404.0,49633004409.4
60,2021-01-08,sz300999,Н№Сњгу,145.0,145.4,135.2,138.99,139.13,5.87,4.2191,16.3551,58344926,8249016357.63,786130772720.0,51727058430.0
61,2021-01-11,sz300999,Н№Сњгу,128.61,145.62,124.6,143.2,145.0,-16.39,-11.3034,24.0556,85815611,11593437644.4,697270887445.0,45880117135.7
62,2021-01-12,sz300999,Н№Сњгу,129.8,135.02,120.0,126.6,128.61,1.19,0.9253,19.0506,67960899,8651139157.72,703722581373.0,46304635753.2
63,2021-01-13,sz300999,Н№Сњгу,119.9,130.39,119.0,128.11,129.8,-9.9,-7.6271,20.334,72539321,8956760896.48,650048825166.0,42772926246.6
64,2021-01-14,sz300999,Н№Сњгу,117.29,120.8,111.48,116.5,119.9,-2.61,-2.1768,15.2787,54504889,6330002607.66,635898471257.0,41841839194.9
65,2021-01-15,sz300999,Н№Сњгу,119.02,120.51,114.1,116.4,117.29,1.73,1.475,12.1949,43503936,5126873858.56,645277824615.0,42458996512.7
66,2021-01-18,sz300999,Н№Сњгу,118.01,121.25,116.5,117.06,119.02,-1.01,-0.8486,8.9061,31771471,3770505052.3,639802017163.0,42098690795.3
67,2021-01-19,sz300999,Н№Сњгу,125.48,129.48,117.22,117.25,118.01,7.47,6.33,16.3002,58148886,7240196013.07,680301305937.0,44763526150.3
68,2021-01-20,sz300999,Н№Сњгу,136.85,138.07,124.01,124.5,125.48,11.37,9.0612,16.6878,59531873,7872216192.96,741944801702.0,48819641007.9
69,2021-01-21,sz300999,Н№Сњгу,137.31,142.5,133.5,137.55,136.85,0.46,0.3361,15.0309,53620840,7368666103.92,744438733808.0,48983740641.5
70,2021-01-22,sz300999,Н№Сњгу,131.99,139.24,129.8,137.74,137.31,-5.32,-3.8744,13.4476,47972792,6384632274.01,715595866837.0,47085892704.7
71,2021-01-25,sz300999,Н№Сњгу,141.25,142.77,128.34,132.11,131.99,9.26,7.0157,17.412,62115448,8527738287.72,765799804460.0,50389289677.5
72,2021-01-26,sz300999,Н№Сњгу,130.86,142.67,130.86,141.08,141.25,-10.39,-7.3558,14.2568,50859536,6868118603.13,709469468401.0,46682778387.2
73,2021-01-27,sz300999,Н№Сњгу,130.83,134.88,128.05,129.0,130.86,-0.03,-0.0229,9.9572,35521123,4679387006.82,709306820655.0,46672076237.2
74,2021-01-28,sz300999,Н№Сњгу,119.4,128.7,119.38,127.7,130.83,-11.43,-8.7365,14.0109,49982158,6139021353.66,647338029398.0,42594557079.6
75,2021-01-29,sz300999,Н№Сњгу,121.92,124.78,117.7,122.22,119.4,2.52,2.1106,10.0265,35768197,4338697850.63,661000440069.0,43493537681.3
76,2021-02-01,sz300999,Н№Сњгу,121.4,123.98,119.0,121.51,121.92,-0.52,-0.4265,6.6489,23719205,2875864034.97,658181212470.0,43308033747.6
77,2021-02-02,sz300999,Н№Сњгу,127.52,128.78,119.8,122.41,121.4,6.12,5.0412,11.7351,41863606,5226654430.99,691361352671.0,45491272351.7
78,2021-02-03,sz300999,Н№Сњгу,121.16,127.4,120.6,126.08,127.52,-6.36,-4.9875,10.8144,38579158,4753021500.61,656880030502.0,43222416547.4
79,2021-02-04,sz300999,Н№Сњгу,115.78,120.3,114.44,118.0,121.16,-5.38,-4.4404,10.5045,37473595,4371771332.39,627711868038.0,41303164310.5
80,2021-02-05,sz300999,Н№Сњгу,113.7,119.56,113.7,116.24,115.78,-2.08,-1.7965,8.6362,30808531,3581348947.89,616434957643.0,40561148575.8
81,2021-02-08,sz300999,Н№Сњгу,109.15,114.99,106.58,112.8,113.7,-4.55,-4.0018,11.2184,40020418,4391772809.53,591766716154.0,38937989156.1
82,2021-02-09,sz300999,Н№Сњгу,122.26,122.26,110.0,110.98,109.15,13.11,12.011,12.3073,43904700,5155902182.42,662843781191.0,43614828714.8
83,2021-02-10,sz300999,Н№Сњгу,123.0,124.25,119.3,122.89,122.26,0.74,0.6053,9.705,34621595,4231146877.22,666855758928.0,43878815082.0
84,2021-02-18,sz300999,Н№Сњгу,117.06,128.99,116.48,127.01,123.0,-5.94,-4.8293,10.6808,38102420,4579309169.07,634651505204.0,41759789378.0
85,2021-02-19,sz300999,Н№Сњгу,115.99,116.7,111.14,114.0,117.06,-1.07,-0.9141,7.4767,26672270,3039610233.72,628850402261.0,41378079360.7
86,2021-02-22,sz300999,Н№Сњгу,109.92,116.0,109.66,116.0,115.99,-6.07,-5.2332,8.3936,29943271,3340596533.47,595941341637.0,39212677673.3
87,2021-02-23,sz300999,Н№Сњгу,99.48,104.2,95.24,95.24,109.92,-10.44,-9.4978,12.9051,46037362,4610512326.79,539339926001.0,35488329466.3
88,2021-02-24,sz300999,Н№Сњгу,93.6,101.8,91.8,101.15,99.48,-5.88,-5.9107,12.087,43118996,4114684446.84,507460967770.0,33390708062.4
89,2021-02-25,sz300999,Н№Сњгу,90.9,96.3,90.3,95.32,93.6,-2.7,-2.8846,8.053,28728074,2641090849.83,492822670622.0,32427514560.6
90,2021-02-26,sz300999,Н№Сњгу,89.5,89.65,86.0,89.0,90.9,-1.4,-1.5402,10.0193,35742575,3140509696.03,485232442472.0,31928080893.0
91,2021-03-01,sz300999,Н№Сњгу,92.17,93.4,88.58,91.0,89.5,2.67,2.9832,8.2587,29461944,2697679385.21,499708091873.0,32880572244.8
92,2021-03-02,sz300999,Н№Сњгу,89.09,93.31,88.6,92.17,92.17,-3.08,-3.3417,6.5993,23542348,2135346764.75,483009589942.0,31781818176.1
93,2021-03-03,sz300999,Н№Сњгу,92.84,93.1,87.6,88.5,89.09,3.75,4.2092,7.6057,27132619,2449173599.7,503340558202.0,33119586928.6
94,2021-03-04,sz300999,Н№Сњгу,85.93,91.39,85.77,91.0,92.84,-6.91,-7.4429,8.6728,30939063,2717388147.51,465877360688.0,30654525040.6
95,2021-03-05,sz300999,Н№Сњгу,85.62,87.57,82.66,83.5,85.93,-0.31,-0.3608,6.5546,23382901,1999418123.18,464196667312.0,30543936157.1
96,2021-03-08,sz300999,Н№Сњгу,78.95,87.23,78.9,85.81,85.62,-6.67,-7.7902,9.6759,34517645,2843275365.24,428034651767.0,28164491469.3
97,2021-03-09,sz300999,Н№Сњгу,77.29,80.7,74.82,79.2,78.95,-1.66,-2.1026,9.1159,32519961,2532574835.52,419034809817.0,27572305834.9
98,2021-03-10,sz300999,Н№Сњгу,80.35,81.39,78.88,79.59,77.29,3.06,3.9591,7.8596,28038070,2246361028.12,435624879918.0,28663925136.9
99,2021-03-11,sz300999,Н№Сњгу,84.78,87.36,79.18,80.2,80.35,4.43,5.5134,9.8387,35098369,2950897296.37,459642530422.0,30244275956.5
100,2021-03-12,sz300999,Н№Сњгу,83.57,85.77,80.87,85.18,84.78,-1.21,-1.4272,7.1067,25352439,2103963440.34,453082404664.0,29812622572.4
101,2021-03-15,sz300999,Н№Сњгу,80.29,82.49,79.72,82.39,83.57,-3.28,-3.9249,5.0545,18031203,1458942633.98,435299584425.0,28642520836.9
102,2021-03-16,sz300999,Н№Сњгу,81.75,83.3,80.08,81.2,80.29,1.46,1.8184,4.8505,17303440,1413773261.59,443215108068.0,29163358804.5
103,2021-03-17,sz300999,Н№Сњгу,80.51,82.17,79.0,81.75,81.75,-1.24,-1.5168,4.4044,15712146,1268240511.76,436492334563.0,28721003270.3
104,2021-03-18,sz300999,Н№Сњгу,80.95,82.71,80.5,80.71,80.51,0.44,0.5465,4.8339,17244397,1403410175.26,438877834839.0,28877968137.3
105,2021-03-19,sz300999,Н№Сњгу,77.92,80.48,77.91,79.0,80.95,-3.03,-3.7431,5.5274,19718397,1553985421.14,422450412485.0,27797050985.3
106,2021-03-22,sz300999,Н№Сњгу,78.55,79.36,77.51,78.4,77.92,0.63,0.8085,3.6988,13195137,1034098740.93,425866015153.0,28021796135.7
107,2021-03-23,sz300999,Н№Сњгу,80.09,81.05,78.03,78.78,78.55,1.54,1.9605,6.2466,22284100,1770761468.7,434215266118.0,28571173170.1
108,2021-03-24,sz300999,Н№Сњгу,75.12,78.27,74.88,78.0,80.09,-4.97,-6.2055,7.1766,26542014,2019592289.65,407269956184.0,27782420914.1
109,2021-03-25,sz300999,Н№Сњгу,75.12,76.38,73.14,74.0,75.12,0.0,0.0,4.5469,16816384,1262996336.36,407269956184.0,27782420914.1
110,2021-03-26,sz300999,Н№Сњгу,78.08,78.69,75.48,75.59,75.12,2.96,3.9404,6.4806,23967751,1854924744.09,423317867131.0,28877148894.7
111,2021-03-29,sz300999,Н№Сњгу,78.52,80.6,77.58,77.89,78.08,0.44,0.5635,5.313,19649675,1552369929.45,425703367407.0,29039878729.7
112,2021-03-30,sz300999,Н№Сњгу,81.6,82.77,78.03,78.36,78.52,3.08,3.9226,6.9974,25879090,2093755851.24,442401869338.0,30178987574.4
113,2021-03-31,sz300999,Н№Сњгу,77.48,81.58,77.0,81.58,81.6,-4.12,-5.049,6.5535,24237573,1896440977.95,420064912209.0,28655244574.3
114,2021-04-01,sz300999,Н№Сњгу,78.21,78.73,76.2,77.8,77.48,0.73,0.9422,4.4453,16440678,1278436848.05,424022674031.0,28925228164.1
115,2021-04-02,sz300999,Н№Сњгу,82.8,84.8,78.15,78.21,78.21,4.59,5.8688,9.6722,35771725,2936607851.14,448907779181.0,30622796215.2
116,2021-04-06,sz300999,Н№Сњгу,81.21,82.79,79.83,82.79,82.8,-1.59,-1.9203,5.6151,20767069,1679878934.34,440287448639.0,30034749766.1
117,2021-04-07,sz300999,Н№Сњгу,80.46,81.55,79.37,81.35,81.21,-0.75,-0.9235,4.148,15341166,1233103799.81,436221254987.0,29757369365.6
118,2021-04-08,sz300999,Н№Сњгу,82.41,83.8,79.42,80.38,80.46,1.95,2.4236,6.4904,24004100,1965204740.8,446793358482.0,30478558406.9
119,2021-04-09,sz300999,Н№Сњгу,79.24,81.46,79.24,81.3,82.41,-3.17,-3.8466,5.3663,19846774,1586485087.58,429606913313.0,29306163914.2
120,2021-04-12,sz300999,Н№Сњгу,74.55,78.0,74.53,78.0,79.24,-4.69,-5.9187,6.2195,23002230,1746497073.1,404179649009.0,27571611809.7
121,2021-04-13,sz300999,Н№Сњгу,73.97,76.6,72.8,74.55,74.55,-0.58,-0.778,4.3747,16179583,1211446526.08,401035125918.0,27357104300.0
122,2021-04-14,sz300999,Н№Сњгу,74.16,74.7,73.18,74.43,73.97,0.19,0.2569,3.7662,13928891,1031311690.22,402065228310.0,27427374001.4
123,2021-04-15,sz300999,Н№Сњгу,72.24,75.5,71.45,72.86,74.16,-1.92,-2.589,7.011,27526204,1995576099.48,391655772561.0,28362407041.9
124,2021-04-16,sz300999,Н№Сњгу,72.2,72.47,70.07,71.76,72.24,-0.04,-0.0554,5.1102,20063190,1429390269.55,391438908899.0,28346702497.6
125,2021-04-19,sz300999,Н№Сњгу,74.84,74.84,71.42,72.39,72.2,2.64,3.6565,5.7185,22451667,1654047768.97,405751910554.0,29383202422.7
126,2021-04-20,sz300999,Н№Сњгу,74.42,76.75,73.68,74.26,74.84,-0.42,-0.5612,6.2244,24437860,1833550509.4,403474842109.0,29218304707.4
127,2021-04-21,sz300999,Н№Сњгу,75.84,76.49,73.41,73.72,74.42,1.42,1.9081,5.2853,20750736,1561009690.8,411173502090.0,29775816030.7
128,2021-04-22,sz300999,Н№Сњгу,77.12,77.7,74.8,76.0,75.84,1.28,1.6878,5.5594,21826963,1667106775.23,418113139256.0,30278361449.0
129,2021-04-23,sz300999,Н№Сњгу,78.92,81.3,76.51,76.9,77.12,1.8,2.334,8.7178,34227166,2704821693.29,427872004021.0,30985065943.4
130,2021-04-26,sz300999,Н№Сњгу,75.5,79.28,75.42,78.31,78.92,-3.42,-4.3335,7.0233,27574488,2125349524.62,409330160968.0,29642327404.0
131,2021-04-27,sz300999,Н№Сњгу,75.3,76.33,73.66,75.01,75.5,-0.2,-0.2649,4.2609,16728940,1257861864.87,408245842661.0,29563804682.4
132,2021-04-28,sz300999,Н№Сњгу,78.5,78.83,74.15,75.0,75.3,3.2,4.2497,6.2785,24650203,1904982381.73,425594935576.0,30820168228.0
133,2021-04-29,sz300999,Н№Сњгу,79.04,80.8,77.3,78.75,78.5,0.54,0.6879,6.1074,23978554,1893107704.12,428522595005.0,31032179576.3
134,2021-04-30,sz300999,Н№Сњгу,78.58,82.6,78.15,81.5,78.93,-0.35,-0.4434,7.4259,29184280,2339137282.46,426028662899.0,30882317812.6
135,2021-05-06,sz300999,Н№Сњгу,74.65,78.0,74.0,77.73,78.58,-3.93,-5.0013,6.1026,23983343,1815851924.14,404721808162.0,29337808917.2
136,2021-05-07,sz300999,Н№Сњгу,73.9,76.35,73.88,74.2,74.65,-0.75,-1.0047,4.0096,15757877,1178854409.18,400655614510.0,29043055311.2
137,2021-05-10,sz300999,Н№Сњгу,74.43,75.07,72.11,73.8,73.9,0.53,0.7172,3.2826,12900744,954397647.19,403529058024.0,29251347859.4
138,2021-05-11,sz300999,Н№Сњгу,76.82,76.85,73.0,73.5,74.43,2.39,3.2111,5.013,19701348,1486875759.2,416486661796.0,30190629350.6
139,2021-05-12,sz300999,Н№Сњгу,76.2,76.75,75.11,76.12,76.82,-0.62,-0.8071,3.7309,14662514,1114935765.73,413125275043.0,29946966369.6
140,2021-05-13,sz300999,Н№Сњгу,74.2,75.6,74.04,75.0,76.2,-2.0,-2.6247,3.683,14474293,1080973671.19,402282091971.0,29160956753.6
141,2021-05-14,sz300999,Н№Сњгу,78.97,80.0,74.2,74.78,74.2,4.77,6.4286,9.3146,36606913,2855894974.36,428143083598.0,31035589687.8
142,2021-05-17,sz300999,Н№Сњгу,81.35,83.6,79.16,79.16,78.97,2.38,3.0138,8.547,33590228,2743408062.77,441046471454.0,31970941130.8
143,2021-05-18,sz300999,Н№Сњгу,83.13,84.13,81.82,81.82,81.35,1.78,2.1881,7.1715,28184530,2337657631.68,450696904388.0,32670489689.0
144,2021-05-19,sz300999,Н№Сњгу,82.07,83.89,81.77,83.0,83.13,-1.06,-1.2751,5.3581,21057446,1739377543.44,444950017360.0,32253904592.6
145,2021-05-20,sz300999,Н№Сњгу,81.41,83.99,81.37,82.29,82.07,-0.66,-0.8042,5.7961,22778933,1880229175.45,441371766946.0,31994521419.3
146,2021-05-21,sz300999,Н№Сњгу,79.82,82.19,79.22,81.63,81.41,-1.59,-1.9531,5.2715,20717209,1661718521.82,432751436404.0,31369643774.6
147,2021-05-24,sz300999,Н№Сњгу,90.01,90.18,79.81,79.81,79.82,10.19,12.7662,14.601,57382779,4934991128.91,487997454155.0,35374362768.1
148,2021-05-25,sz300999,Н№Сњгу,92.3,92.66,88.07,90.22,90.01,2.29,2.5442,11.2968,44396863,4029453898.4,500412898773.0,36274343778.4
149,2021-05-26,sz300999,Н№Сњгу,90.31,96.0,90.01,92.28,92.3,-1.99,-2.156,10.3564,40701099,3749958963.25,489623931616.0,35492264210.5
150,2021-05-27,sz300999,Н№Сњгу,91.85,92.71,88.88,91.25,90.31,1.54,1.7052,7.0926,27874290,2532255100.12,497973182582.0,36097491614.8
151,2021-05-28,sz300999,Н№Сњгу,91.19,93.14,89.61,91.2,91.85,-0.66,-0.7186,6.5227,25634624,2336813215.74,494394932168.0,35838108441.5
152,2021-05-31,sz300999,Н№Сњгу,92.02,92.2,88.66,91.0,91.19,0.83,0.9102,6.589,25895240,2336377034.06,498894853143.0,36164302432.2
153,2021-06-01,sz300999,Н№Сњгу,91.4,91.83,89.66,91.5,92.02,-0.62,-0.6738,5.27,20711224,1880214593.21,495533466390.0,35920639451.2
154,2021-06-02,sz300999,Н№Сњгу,90.72,95.0,90.71,91.7,91.4,-0.68,-0.744,8.0487,31631837,2943005498.68,491846784146.0,35653396181.8
155,2021-06-03,sz300999,Н№Сњгу,96.36,98.5,88.51,90.72,90.72,5.64,6.2169,13.1851,51818047,4884786870.3,522424560409.0,37869943298.9
156,2021-06-04,sz300999,Н№Сњгу,96.16,97.67,94.56,94.97,96.36,-0.2,-0.2076,7.0531,27719121,2660841821.96,521340242102.0,37791342337.3
157,2021-06-07,sz300999,Н№Сњгу,99.75,100.77,95.02,96.17,96.16,3.59,3.7334,7.9738,31337258,3090438301.72,540803755716.0,39202229598.0
158,2021-06-08,sz300999,Н№Сњгу,92.02,99.87,90.25,99.87,99.75,-7.73,-7.7494,10.9653,43094326,4116460833.36,498894853143.0,36164302432.2
159,2021-06-09,sz300999,Н№Сњгу,92.55,94.33,91.01,91.2,92.02,0.53,0.576,5.662,22251797,2069921523.35,501768296657.0,36372594980.4
160,2021-06-10,sz300999,Н№Сњгу,94.8,95.99,92.3,92.88,92.55,2.25,2.4311,5.9179,23257796,2193886873.34,513966877613.0,37256855798.4
161,2021-06-11,sz300999,Н№Сњгу,91.77,94.49,90.9,94.13,94.8,-3.03,-3.1962,5.9315,23310922,2146152529.37,497539455259.0,36066051230.2
162,2021-06-15,sz300999,Н№Сњгу,92.19,94.57,90.85,91.51,91.77,0.42,0.4577,4.751,18671805,1729313051.77,499816523704.0,36231113249.5
163,2021-06-16,sz300999,Н№Сњгу,86.75,92.38,86.17,92.25,92.19,-5.44,-5.9009,7.0042,27526773,2431674695.35,470323065748.0,34093167094.0
164,2021-06-17,sz300999,Н№Сњгу,88.52,89.44,86.68,86.98,86.75,1.77,2.0403,4.5393,17839840,1575827656.83,479919282767.0,34788785604.2
